event_key,symbol,period_ended,prior_earnings_count,prior_abn_ret_1d_mean_2,prior_abn_ret_1d_mean_4,prior_abn_ret_1d_mean_8,prior_abn_ret_3d_mean_2,prior_abn_ret_3d_mean_4,prior_abn_ret_3d_mean_8,prior_abn_ret_5d_mean_2,prior_abn_ret_5d_mean_4,prior_abn_ret_5d_mean_8,prior_abn_ret_1d_median_4,prior_abn_ret_1d_median_8,prior_abn_ret_3d_median_4,prior_abn_ret_3d_median_8,prior_abn_ret_1d_std_4,prior_abn_ret_1d_std_8,prior_abn_ret_3d_std_4,prior_abn_ret_3d_std_8,prior_positive_rate_4,prior_positive_rate_8,prior_negative_rate_4,prior_negative_rate_8,prior_neutral_rate_4,prior_neutral_rate_8,prior_reaction_streak,prior_reaction_trend_4,prior_reaction_trend_8,prior_avg_reaction_magnitude_4,prior_avg_reaction_magnitude_8,prior_days_since_last,prior_last_reaction_class,prior_last_abn_ret_1d,prior_last_abn_ret_3d,prior_last_abn_ret_5d,prior_abn_ret_5d_median_4,prior_abn_ret_5d_std_4,prior_abn_ret_5d_median_8,prior_abn_ret_5d_std_8,prior_avg_reaction_magnitude_2
ASIANPAINT_2018-09-30,ASIANPAINT,2018-09-30,55,0.0018760950220236827,0.0004211002309876255,-0.004231633139294311,0.006514652669893761,-0.0034597109804950787,-0.004192552920038145,0.0026364253099276924,-0.0018915521730977214,-0.008245978230189091,-0.0010338945600484317,-0.006595151674390287,-0.007847877047289842,-0.00650884882125935,0.009585863342465303,0.010532213920466507,0.015539244868179241,0.011027907907948904,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.01926350827436102,0.01693195628082074,92.0,NEUTRAL,-0.009332027751314476,-0.005770168805677489,-0.021717176944036742,-0.006419529656123135,0.0235936259144811,-0.012146717018637065,0.01905735050885487,0.024353602253964435
ASIANPAINT_2018-12-31,ASIANPAINT,2018-12-31,56,-0.0034895379421164274,0.0019739070971245554,-0.0020048746738999396,-0.007933802774878818,-0.0035026738442895666,-0.004010026827157495,-0.015278665591310414,0.0010466452549764416,-0.006923427997930803,0.002071719172225428,-0.0010338945600484317,-0.007933802774878818,-0.00650884882125935,0.009154971048013518,0.009666440931530566,0.015563299593696754,0.010899933211069463,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.016325310846286856,0.015609406048562452,92.0,NEUTRAL,0.0023529518670816207,-0.010097436744080146,-0.008840154238584086,-0.0005431347999748093,0.021087014575407986,-0.0068565160896039146,0.018530927818194834,0.015278665591310414
ASIANPAINT_2019-03-31,ASIANPAINT,2019-03-31,57,-0.006984303475939424,-0.0025541042269578706,-0.0022534035153115445,-0.0007395336982840006,0.0028875594858048803,-0.0023679318316550124,-0.0005770500015152558,0.0010296876542062183,-0.005353561475908639,-0.0034895379421164274,-0.0010338945600484317,0.0014241002709173278,-0.00650884882125935,0.012963016218312515,0.010046769990067646,0.013286554557980921,0.011767424505499915,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.016308353245516632,0.01596105308542868,90.0,NEUTRAL,-0.01632155881896047,0.008618369347512145,0.007686054235553574,-0.0005770500015152558,0.021079848926808326,-0.005706861604413582,0.019247572644879057,0.00826310423706883
ASIANPAINT_2019-06-30,ASIANPAINT,2019-06-30,58,-0.015491572379219443,-0.009490555160667935,-0.002533464304588215,-0.009834971981768414,-0.008884387378323616,-0.0063567191833048126,-0.009224911747941544,-0.01225178866962598,-0.004678719424637642,-0.011996806845396446,-0.0010338945600484317,-0.007933802774878818,-0.008586557062871703,0.008439904421869574,0.010395854841197762,0.015209960340606381,0.01453080288080918,0.0,0.0,0.25,0.125,0.75,0.875,1.0,-0.29999999999999993,-0.08333333333333336,0.016094815787402766,0.015286211034157685,91.0,NEGATIVE,-0.014661585939478416,-0.028288313311048974,-0.026135877731436663,-0.015278665591310414,0.015182427709519242,-0.005706861604413582,0.018268228567444644,0.01691096598349512
ASIANPAINT_2019-09-30,ASIANPAINT,2019-09-30,59,-0.007623434145424768,-0.007303868810682096,-0.003441384289847235,-0.00858445423925247,-0.0046619939687682355,-0.004060852474631657,0.0055819365357343,0.002502443267109522,0.0003054455470059003,-0.007623434145424768,-0.002221778974418609,-0.0007395336982840006,-0.007847877047289842,0.009554201938527853,0.00977507724118024,0.018377228679043577,0.015768245503239693,0.0,0.0,0.25,0.125,0.75,0.875,1.0,-0.10000000000000002,-0.05952380952380954,0.019990459252119896,0.019626983763240458,92.0,NEUTRAL,-0.0005852823513711192,0.011119404832544033,0.03729975080290526,-0.0005770500015152558,0.02699710096908468,-0.0005770500015152558,0.023589108641306127,0.03171781426717096
ASIANPAINT_2019-12-31,ASIANPAINT,2019-12-31,60,0.0018731924401388933,-0.006809189969540275,-0.0024176414362078597,0.004007354542006847,-0.002913808719880784,-0.0032082412820851752,0.012456701456066088,0.001615894854062272,0.0013312700545193568,-0.007623434145424768,0.000602602062999058,0.0027568367994909027,-0.004437432277103914,0.010246967174289722,0.010146970565836902,0.01801688221910162,0.01558922036761261,0.0,0.0,0.25,0.125,0.75,0.875,2.0,0.09999999999999996,-0.03571428571428571,0.020877007665167147,0.018601159255727,92.0,NEUTRAL,0.004331667231648906,-0.0031046957485303395,-0.012386347890773086,-0.002350146827609756,0.027546373589621732,-0.0005770500015152558,0.022712623095474446,0.024843049346839174
ASIANPAINT_2020-03-31,ASIANPAINT,2020-03-31,61,0.007902773116651884,0.0001396694856135583,-0.0012072173706721562,0.006475839181417031,-0.0010543075289177195,0.0009166259784435804,0.0075814551252608164,0.006581695830497558,0.0038056917423518882,0.0018731924401388933,0.0008838347578552508,0.004007354542006847,0.0027568367994909027,0.011039925539921737,0.011239420866109925,0.019890281225152642,0.01580028972988021,0.0,0.0,0.25,0.125,0.75,0.875,3.0,0.30000000000000004,-0.011904761904761897,0.025842808641602433,0.021075580943559533,91.0,NEUTRAL,0.011473879001654863,0.016056374111364402,0.02754925814129472,0.0075814551252608164,0.030623867995065737,-0.0005770500015152558,0.02451877867748378,0.019967803016033903
ASIANPAINT_2020-06-30,ASIANPAINT,2020-06-30,62,-0.0003853239060834235,0.0007439342670277349,-0.0043733104468201,0.005414375871866439,0.004710865206936643,-0.0020867610856934865,-0.0009646593718322105,0.005746021042116939,-0.00325288381375452,0.0018731924401388933,-0.004958655051342797,0.004007354542006847,-0.0041661590580809316,0.009974475423147998,0.010153507399226703,0.010482469186724654,0.01410844198725614,0.0,0.0,0.0,0.125,1.0,0.875,4.0,0.0,0.01190476190476191,0.026678483429983052,0.02138664960869291,91.0,NEUTRAL,-0.01224452681382171,-0.005227622367631524,-0.02947857688495914,0.0075814551252608164,0.031835902751780255,-0.010613251064678586,0.025014095324627835,0.02851391751312693
ASIANPAINT_2020-09-30,ASIANPAINT,2020-09-30,63,-0.01820831496218106,-0.005152770922764588,-0.006228319866723342,-0.010583242892997946,-0.0020537018557904574,-0.0033578479122793464,-0.025792033224357636,-0.00910528904954841,-0.0033014228912194438,-0.003956429791086402,-0.006414904582596415,-0.0041661590580809316,-0.0041661590580809316,0.01610825930282765,0.012314514209980695,0.013316041988681197,0.014922298271818355,0.0,0.0,0.0,0.125,1.0,0.875,5.0,0.0,0.03571428571428572,0.02287991812019577,0.021435188686157833,92.0,NEUTRAL,-0.02417210311054041,-0.01593886341836437,-0.02210548956375613,-0.01724591872726461,0.025419134836571614,-0.010613251064678586,0.025055385873228517,0.025792033224357636
ASIANPAINT_2020-12-31,ASIANPAINT,2020-12-31,64,0.012142758616967786,0.005878717355442181,-0.0004652363070490467,0.031210713688328173,0.018312544780097306,0.007699368030108261,0.016876920064530954,0.007956130346349372,0.004786012600205822,-0.0003853239060834235,-0.006414904582596415,0.005414375871866439,0.0027568367994909027,0.03201964294769841,0.023030227332423908,0.04218262098890119,0.032100424654473846,0.25,0.125,0.0,0.125,0.75,0.75,1.0,0.29999999999999993,0.14285714285714288,0.03374816357070701,0.027312585617937077,92.0,POSITIVE,0.04845762034447598,0.07836029079502072,0.05585932969281804,0.002721884288769294,0.04075808901935913,-0.002350146827609756,0.032382690983968475,0.038982409628287085
ASIANPAINT_2021-03-31,ASIANPAINT,2021-03-31,65,0.01861777342791454,0.0002047292328667405,0.0001721993592401494,0.03883641060757459,0.014126583857288322,0.006536138164185301,0.005987923381884475,-0.00990205492123658,-0.0016601795453695112,-0.011733300151234305,-0.0059036779200090095,-0.0029575459737515297,-0.0018960826642009376,0.03270131114741324,0.022595118264168334,0.043297196617037834,0.03223070960809592,0.25,0.125,0.0,0.125,0.75,0.75,1.0,0.10000000000000002,0.1428571428571429,0.0378317197676456,0.031837264204624016,90.0,NEUTRAL,-0.0112220734886469,-0.0006874695798715358,-0.04388348292904909,-0.025792033224357636,0.04476405248663307,-0.01724591872726461,0.03658327708453364,0.049871406310933564
ASIANPAINT_2021-06-30,ASIANPAINT,2021-06-30,66,-0.010633468364724397,0.0007546451261216947,0.0007492896965747148,-0.003052579830028268,0.014079066929149953,0.009394966068043298,-0.026190636030123615,-0.004656857982796331,0.000544581529660304,-0.010633468364724397,-0.005315072796086506,-0.003052579830028268,-0.0018960826642009376,0.032439624905771534,0.0222179415962718,0.04332561220339047,0.02960815260837023,0.25,0.125,0.0,0.0,0.75,0.875,2.0,-0.09999999999999996,0.03571428571428571,0.03258652282920535,0.0296325031295942,91.0,NEUTRAL,-0.010044863240801893,-0.005417690080185,-0.008497789131198141,-0.015301639347477136,0.04289578289917317,-0.010442068510985614,0.03541016494026091,0.026190636030123615
ASIANPAINT_2021-09-30,ASIANPAINT,2021-09-30,67,-0.009340410633304208,0.004638681397305167,-0.00025704476272971066,-0.013282469147695042,0.012776970729939774,0.005361634437074658,-0.020636287426560873,-0.007324182022338199,-0.008214735535943304,-0.009340410633304208,-0.009340410633304208,-0.003052579830028268,-0.0041661590580809316,0.029231749240400978,0.022467941037763273,0.044588344279078644,0.03147835981857141,0.25,0.125,0.25,0.125,0.5,0.75,1.0,-0.6,-0.07142857142857144,0.03525384686874722,0.029066882494471494,92.0,NEGATIVE,-0.008635958025806523,-0.021147248215205083,-0.032774785721923605,-0.020636287426560873,0.04463873212717866,-0.01724591872726461,0.0336422165690886,0.020636287426560873
ASIANPAINT_2021-12-31,ASIANPAINT,2021-12-31,68,0.0009214319478806909,-0.004856018208421853,0.0005113495735101642,0.028582258953137762,0.012764839561554747,0.015538692170826027,0.023302122938036185,-0.0014442565460437151,0.0032559369001528282,-0.009340410633304208,-0.009340410633304208,-0.003052579830028268,-0.0029575459737515297,0.01027774358239412,0.022750628682625083,0.04456455349355668,0.040280574707036026,0.25,0.25,0.25,0.125,0.5,0.625,1.0,0.19999999999999996,0.011904761904761904,0.0411337723450417,0.037440967957874355,92.0,POSITIVE,0.010478821921567905,0.07831176612148061,0.07937903159799597,-0.020636287426560873,0.055871418521378,-0.015301639347477136,0.04555255400046397,0.05607690865995979
ASIANPAINT_2022-03-31,ASIANPAINT,2022-03-31,69,0.0005189623980485503,-0.004410724117627829,-0.002102997442380544,0.03399254616714337,0.010355038509724163,0.012240811183506242,0.03568004918261364,0.007521880878026382,-0.001190087021605099,-0.009038427575638663,-0.009742880183136349,-0.007872181933689437,-0.005322656223908262,0.009943127391658774,0.022511360365447385,0.045778536045114504,0.04129928034759081,0.25,0.25,0.25,0.125,0.5,0.625,1.0,0.2,-0.01190476190476189,0.032167634920971605,0.0349996773443086,90.0,NEUTRAL,-0.009440897125470804,-0.010326673787193874,-0.008018933232768699,-0.00825836118198342,0.04927953658836051,-0.015301639347477136,0.04456787190285089,0.04369898241538234
ASIANPAINT_2022-12-31,ASIANPAINT,2022-12-31,72,,0.0001669873761377394,-0.0031816830135686556,,-0.01725364763048287,0.0027586771642088745,,-0.0028081169479221013,-0.0018988766800031771,0.0001669873761377394,-0.009038427575638663,-0.01725364763048287,-0.007872181933689437,0.013587600567889067,0.010345624280491912,0.009796220355382981,0.03809315856832076,0.0,0.125,0.25,0.25,0.25,0.375,1.0,-0.9999999999999998,-0.08571428571428569,0.005210816284846598,0.029159453658310002,92.0,,,,,-0.0028081169479221013,0.007369207061064644,-0.00825836118198342,0.043408827648477685,
ASIANPAINT_2023-03-31,ASIANPAINT,2023-03-31,73,0.009492302190428403,0.009633587034087343,0.0002707129329438951,0.00521913353923642,-0.009480743967267724,0.0037431110173935336,0.004151136054124982,0.003276917695524739,0.006106893150525834,0.009633587034087343,0.0004281720823109403,-0.009480743967267724,-0.007872181933689437,0.00019980694206023501,0.010579484903301753,0.020788766134921356,0.038062598194763445,0.0,0.125,0.25,0.25,0.25,0.375,1.0,1.0,-0.0285714285714286,0.003276917695524739,0.02253739584582265,90.0,NEUTRAL,0.009492302190428403,0.00521913353923642,0.004151136054124982,0.003276917695524739,0.001236331459208009,-0.0028081169479221013,0.038238653160893206,0.004151136054124982
ASIANPAINT_2023-06-30,ASIANPAINT,2023-06-30,74,0.007781179943006311,0.007781179943006311,0.0029565330890082473,0.004632662676528343,0.004632662676528343,0.005320424666394412,-0.003953610473032665,-0.003953610473032665,0.005513465172360473,0.007781179943006311,0.007781179943006311,0.004632662676528343,-0.003140240986686804,0.0024198922891826534,0.00941877924692188,0.0008293950479784123,0.037802251197027584,0.0,0.125,0.0,0.25,0.5,0.375,2.0,0.0,0.028571428571428553,0.008104746527157647,0.02313082382398801,91.0,NEUTRAL,0.006070057695584219,0.004046191813820266,-0.012058357000190312,-0.003953610473032665,0.011461842458302587,-0.0028081169479221013,0.0385370979854265,0.008104746527157647
ASIANPAINT_2023-09-30,ASIANPAINT,2023-09-30,75,0.006865200077818989,0.007740900782022127,0.005672583169984961,-0.0032867567053080915,-0.0004514599571265876,0.007075015164855851,-0.0038477524151787623,-0.0011814562587441808,0.011703071487653205,0.0076603424600537595,0.008576322325241081,0.004046191813820266,-0.003140240986686804,0.0017125438908394731,0.007576878204235118,0.00882546638625589,0.036551688015962605,0.0,0.125,0.0,0.125,0.75,0.5,3.0,0.0,-0.11428571428571423,0.00685744840804936,0.01839550156530621,92.0,NEUTRAL,0.0076603424600537595,-0.010619705224436449,0.004362852169832787,0.004151136054124982,0.009420267152945618,0.003276917695524739,0.03385559333817644,0.00821060458501155
ASIANPAINT_2023-12-31,ASIANPAINT,2023-12-31,76,0.00992616234168009,0.0088536711423432,0.00595810988694138,-0.007565157154551971,-0.0014662472390118142,-0.006728714036168833,0.005476966877944578,0.0007616782024559565,-0.0004282535143367294,0.008576322325241081,0.008576322325241081,-0.00023220863542361414,-0.007418641435930684,0.0026283523136375947,0.007822517454780418,0.007486326037061999,0.010921756702517757,0.0,0.0,0.0,0.125,1.0,0.625,4.0,0.0,0.08571428571428574,0.006790856702551112,0.0062641765633162745,92.0,NEUTRAL,0.012191982223306419,-0.004510609084667494,0.006591081586056369,0.0042569941119788846,0.008617658709057329,0.003276917695524739,0.007669270988480849,0.005476966877944578
ASIANPAINT_2024-03-31,ASIANPAINT,2024-03-31,77,-0.002510202255248839,0.002177498911285075,0.004662861618885831,-0.03019983141888083,-0.01674329406209446,-0.014322444030485548,-0.028014763556855116,-0.01593125798601694,-0.00952853275883638,0.006865200077818989,0.008576322325241081,-0.007565157154551971,-0.007565157154551971,0.01318422199203639,0.010914535124135833,0.026781399930922285,0.023040091678198486,0.0,0.0,0.25,0.25,0.75,0.5,1.0,-0.29999999999999993,2.1871923332469143e-17,0.021408224863961517,0.015364455807815924,91.0,NEGATIVE,-0.017212386733804097,-0.055889053753094164,-0.0626206086997666,-0.0038477524151787623,0.03221801524476161,0.003276917695524739,0.02686063557859119,0.034605845142911484
ASIANPAINT_2024-06-30,ASIANPAINT,2024-06-30,78,-0.013838354440836975,-0.001956096049578443,0.0012896626146164751,-0.045426131826452776,-0.026495644490502374,-0.016119542101492135,-0.045418004472891293,-0.019970518797473358,-0.014631549355993126,-0.001401989843908047,0.006865200077818989,-0.022791457562123918,-0.007565157154551971,0.014116046722394238,0.012083572282831377,0.023601266925137518,0.024346290505976757,0.0,0.0,0.5,0.25,0.5,0.5,2.0,-0.39999999999999997,-0.2285714285714285,0.025447485675417936,0.01966657262599784,91.0,NEGATIVE,-0.010464322147869853,-0.03496320989981139,-0.028215400246015987,-0.0119262740380916,0.032581384236713466,-0.003953610473032665,0.027048359526022078,0.045418004472891293
ASIANPAINT_2024-09-30,ASIANPAINT,2024-09-30,79,0.0012698252374140906,-0.0006201885089173742,0.002963135472913841,-0.018148813841664113,-0.02417432263027247,-0.014007381484638521,-0.012734840960624494,-0.020374802258739805,-0.012149082544455967,0.0008638300377182828,0.0076603424600537595,-0.01973690949223944,-0.004510609084667494,0.015513193250127044,0.011886161944920712,0.026016322712995355,0.022916808426732483,0.0,0.0,0.5,0.25,0.5,0.625,1.0,-1.2466677325125226e-16,-0.10714285714285716,0.02504320221415149,0.017249307725822005,92.0,NEUTRAL,0.013003972622698035,-0.0013344177835168392,0.002745718324766999,-0.012734840960624494,0.032186438667209834,0.002745718324766999,0.025550276277047878,0.015480559285391493
ASIANPAINT_2024-12-31,ASIANPAINT,2024-12-31,80,-0.0017677650014736312,-0.007803059721155303,0.0005253057105939485,-0.0006189178553630548,-0.023022524840907915,-0.012244386039959865,0.002455349059086176,-0.02148132770690256,-0.010359824752223301,-0.013501912386757575,0.006865200077818989,-0.018148813841664113,-0.0029225134340921666,0.014199481001271108,0.012986222676845075,0.027249805960357348,0.021794944418147503,0.0,0.0,0.5,0.25,0.5,0.75,2.0,0.39999999999999997,-0.047619047619047616,0.023936676765988735,0.015363766734269924,92.0,NEUTRAL,-0.016539502625645297,9.658207279072961e-05,0.0021649797934053527,-0.013025210226305317,0.031004761953564594,0.002455349059086176,0.024190259373901807,0.002455349059086176
ASIANPAINT_2025-06-30,ASIANPAINT,2025-06-30,81,-0.009204117493388952,-0.003967146127987431,-0.0008948236083511779,0.005253295851665396,-0.0064477589949993586,-0.01159552652854691,0.0039221143155894755,-0.004406363322517509,-0.010168810654267224,-0.006166527254501231,0.0021006626672258055,-0.0006189178553630548,-0.0029225134340921666,0.012815350900701456,0.012476744710789689,0.019717081948516756,0.02245635828862335,0.0,0.0,0.25,0.25,0.75,0.75,3.0,0.30000000000000004,9.383097129595136e-18,0.009701336800490484,0.015554780832226,181.0,NEUTRAL,-0.0018687323611326079,0.010410009630540062,0.005679248837773598,0.002455349059086176,0.01594704396964044,0.002455349059086176,0.0243268591920639,0.0039221143155894755
ASIANPAINT_2025-09-30,ASIANPAINT,2025-09-30,82,-0.003458840000092389,-0.00261330250078301,-0.0022846992751807266,0.014526664743677031,0.006953873444156988,-0.009770885523172693,0.023478598269173534,0.012966973664129855,-0.0035017725666717514,-0.003458840000092389,-0.003458840000092389,0.005253295851665396,-0.0029225134340921666,0.012169977870873438,0.012206422489692576,0.009386271023854566,0.024416347429939877,0.0,0.0,0.0,0.25,1.0,0.75,4.0,0.0,0.04761904761904764,0.012966973664129855,0.019207229669773895,92.0,NEUTRAL,-0.00504894763905217,0.018643319856814,0.04127794770057347,0.004212483581270299,0.018936554740611233,0.003554285247299893,0.030308357951443776,0.023478598269173534
ASIANPAINT_2025-12-31,ASIANPAINT,2025-12-31,83,0.0014115832330703904,-0.003896267130159281,-0.0022582278195383276,0.012948851793507188,0.009101073822586292,-0.00753662440384309,0.011677841402436107,0.007799977859012791,-0.006287412199863507,-0.003458840000092389,-0.003458840000092389,0.008832196680370219,-0.0006189178553630548,0.010062898361308926,0.012231275175914408,0.007686761526514935,0.025134808160927904,0.0,0.0,0.0,0.25,1.0,0.75,5.0,0.0,0.0952380952380952,0.01676111030686342,0.020902156260507454,92.0,NEUTRAL,0.007872114105192951,0.0072543837302003755,-0.017922264895701256,0.0039221143155894755,0.024621528058630666,0.002455349059086176,0.030505727573282758,0.029600106298137363
ASIANPAINT_2026-03-31,ASIANPAINT,2026-03-31,84,-0.01645977607694893,-0.009959308038520659,-0.008881183879837981,-0.013571746378864491,0.00047745918240627017,-0.011272532829250823,-0.029518039855493283,-0.0030197207931598746,-0.012250524250031217,-0.003458840000092389,-0.007756634893461012,0.008832196680370219,-0.0006189178553630548,0.02127724123058165,0.016785783010298372,0.02374075115978006,0.026787587929900932,0.0,0.0,0.25,0.375,0.75,0.625,1.0,-0.29999999999999993,0.059523809523809514,0.02649831906233341,0.02521749791416107,90.0,NEGATIVE,-0.04079166625909081,-0.03439787648792936,-0.04111381481528531,-0.006121508028963829,0.03517196481439596,-0.007878642551147952,0.03224182948057659,0.029518039855493283
ASIANPAINT_2026-06-30,ASIANPAINT,2026-06-30,85,-0.015962058889524733,-0.007275237828227171,-0.005621191978107301,-0.01180331646554622,0.0005727676639804835,-0.0029374956655094375,-0.009892527553452157,0.0008926569244919746,-0.0017568531990127673,0.0014115832330703904,-0.003458840000092389,0.009022813643518646,0.0036754829014955526,0.023225985182957824,0.01745576352086958,0.023794621603650142,0.02057535836388189,0.0,0.0,0.25,0.25,0.75,0.75,1.0,-0.10000000000000002,0.023809523809523826,0.030410696779985258,0.02005601679023787,91.0,NEUTRAL,0.008867548480041343,0.010791243556836916,0.021328759708380995,0.0017032474063398695,0.037269965384059675,0.002455349059086176,0.0266893098568707,0.031221287261833153
AXISBANK_2015-12-31,AXISBANK,2015-12-31,40,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,92.0,,,,,,,,,
AXISBANK_2016-03-31,AXISBANK,2016-03-31,41,-0.009280768418929441,-0.009280768418929441,-0.009280768418929441,-0.04027031335589559,-0.04027031335589559,-0.04027031335589559,-0.07330110479431984,-0.07330110479431984,-0.07330110479431984,-0.009280768418929441,-0.009280768418929441,-0.04027031335589559,-0.04027031335589559,,,,,0.0,0.0,0.25,0.125,0.0,0.0,1.0,,,0.07330110479431984,0.07330110479431984,91.0,NEGATIVE,-0.009280768418929441,-0.04027031335589559,-0.07330110479431984,-0.07330110479431984,,-0.07330110479431984,,0.07330110479431984
AXISBANK_2016-06-30,AXISBANK,2016-06-30,42,-0.00031429781977437843,-0.00031429781977437843,-0.00031429781977437843,-0.012361661531495038,-0.012361661531495038,-0.012361661531495038,-0.03950376318150317,-0.03950376318150317,-0.03950376318150317,-0.00031429781977437843,-0.00031429781977437843,-0.012361661531495038,-0.012361661531495038,0.012680504327944701,0.012680504327944701,0.03946879391761589,0.03946879391761589,0.0,0.0,0.25,0.125,0.25,0.125,1.0,1.0,1.0,0.03950376318150317,0.03950376318150317,91.0,NEUTRAL,0.008652172779380685,0.015546990292905516,-0.005706421568686504,-0.03950376318150317,0.0477966588810019,-0.03950376318150317,0.0477966588810019,0.03950376318150317
AXISBANK_2016-09-30,AXISBANK,2016-09-30,43,0.02101780484112986,0.010918280421110094,0.010918280421110094,0.012195482269270697,-0.0052931162724514,-0.0052931162724514,0.008641379416804595,-0.018672781986903548,-0.018672781986903548,0.008652172779380685,0.008652172779380685,0.008843974245635877,0.008843974245635877,0.02142218562188009,0.02142218562188009,0.03047598797238674,0.03047598797238674,0.0,0.0,0.25,0.125,0.5,0.25,2.0,0.5,0.5,0.03399890225510068,0.03399890225510068,92.0,NEUTRAL,0.03338343690287904,0.008843974245635877,0.022989180402295695,-0.005706421568686504,0.04943733035553921,-0.005706421568686504,0.04943733035553921,0.0143478009854911
AXISBANK_2016-12-31,AXISBANK,2016-12-31,44,0.01741098997710172,0.008548346078663671,0.008548346078663671,-1.1871393450213485e-05,-0.006186766462472626,-0.006186766462472626,0.014159998074468216,-0.012671882553517477,-0.012671882553517477,0.005045357915352544,0.005045357915352544,-1.1871393450213485e-05,-1.1871393450213485e-05,0.018121986085844782,0.018121986085844782,0.024947645271191577,0.024947645271191577,0.0,0.0,0.25,0.125,0.75,0.375,3.0,0.30000000000000004,0.30000000000000004,0.026831880627985694,0.026831880627985694,92.0,NEUTRAL,0.0014385430513244035,-0.008867717032536304,0.005330815746640738,-0.00018780291102288293,0.04211187003478867,-0.00018780291102288293,0.042111870034788675,0.014159998074468216
AXISBANK_2017-03-31,AXISBANK,2017-03-31,45,0.0029147723206439657,0.011966288580886913,0.007716877180923643,0.012049676456901193,0.012122579363085945,0.001644000819289637,0.015899000022703058,0.012270189719753827,-0.004844069183060906,0.006521587184672106,0.004391001589963528,0.012195482269270697,0.008843974245635877,0.014581906650847364,0.015803844070706626,0.017297024524310745,0.027809950279324435,0.25,0.125,0.0,0.125,0.75,0.375,1.0,0.29999999999999993,0.40000000000000013,0.015123400504097079,0.02675894136214163,90.0,POSITIVE,0.004391001589963528,0.03296706994633869,0.026467184298765378,0.014159998074468216,0.015141167732194045,0.005330815746640738,0.040452818309528106,0.015899000022703058
AXISBANK_2017-06-30,AXISBANK,2017-06-30,46,-0.0020637359232831276,0.0076736270269092965,0.005010985411348072,0.022477335968893786,0.011232732287721786,0.0033679343479828447,0.014548964756820326,0.014354481415644271,-0.0035982667834048763,0.0029147723206439657,0.0029147723206439657,0.01041578811854238,0.01041578811854238,0.018007686721864955,0.015612184073373848,0.01715308999945561,0.025229870164131116,0.25,0.125,0.0,0.125,0.75,0.5,1.0,0.10000000000000002,0.22857142857142854,0.014354481415644271,0.022737575337597238,91.0,NEUTRAL,-0.008518473436529783,0.011987601991448882,0.002630745214875274,0.014159998074468216,0.012112639821498093,0.003980780480758006,0.036310556991884416,0.014548964756820326
AXISBANK_2017-09-30,AXISBANK,2017-09-30,47,-0.01195833198277163,-0.004521779831063832,0.0020953888484392786,-0.005088245412494141,0.0034807155222035258,-0.00027949810407715666,-0.016570017145280613,-0.0003355085612887776,-0.008194340029409395,-0.00353996519260269,0.0014385430513244035,0.0015599424794562888,0.008843974245635877,0.009114694929394276,0.016205611152960025,0.024165762253726644,0.024971616584877804,0.25,0.125,0.25,0.25,0.5,0.5,1.0,-0.3999999999999999,0.03571428571428574,0.017549881191429473,0.024599461647288563,92.0,NEGATIVE,-0.015398190529013478,-0.022164092816437164,-0.0357707795054365,0.003980780480758006,0.02591620255144645,0.002630745214875274,0.03530695421390156,0.019200762360155887
AXISBANK_2017-12-31,AXISBANK,2017-12-31,48,-0.021167201665401147,-0.011615468794342138,-0.0015335613578392332,-0.0032562325524541635,0.009610551708219811,0.0017118926228735926,0.002794311989342546,0.008671638373081436,-0.0020001220902180206,-0.01195833198277163,-0.00353996519260269,0.01381961485148886,0.01041578811854238,0.01310003377951922,0.018178522078171538,0.023074516580004076,0.023795454195846645,0.25,0.125,0.25,0.25,0.5,0.625,1.0,-0.4,0.03571428571428572,0.026557028125799687,0.02669445437689269,92.0,NEUTRAL,-0.026936212801788817,0.015651627711528837,0.04135940348412159,0.014548964756820326,0.03364913242955571,0.003980780480758006,0.0370869882926892,0.03856509149477905
AXISBANK_2018-03-31,AXISBANK,2018-03-31,49,-0.00560936555550412,-0.008783848769137875,0.0015912199058745191,-0.001746728965457356,-0.0034174871889757485,0.004352546087055098,0.011249686545429904,-0.0026601652999253544,0.004805012209914236,-0.01195833198277163,0.0029147723206439657,-0.0035787418254973336,0.01041578811854238,0.018015210751506614,0.018794664364712912,0.0199978373114909,0.019199289423158378,0.0,0.125,0.25,0.125,0.75,0.75,2.0,0.09999999999999996,-0.04761904761904762,0.024655239649423788,0.019889320076760433,90.0,NEUTRAL,0.015717481690780577,-0.01914508564244355,-0.018860030393261784,-0.008114642589193255,0.033288959992353644,0.003980780480758006,0.02523619977908205,0.03010971693869169
