target,class,split,count,pct,check,mean,std,min,max,median,q1,q3,missing_count,infinite_count
abnormal_return_5d,ALL,YEAR_2015,44,100.0,yearly_stats,0.005617,0.042807,-0.098611,0.085422,0.009746,-0.023546,0.027943,0.0,0.0
abnormal_return_5d,ALL,YEAR_2016,176,100.0,yearly_stats,-0.002565,0.031757,-0.111615,0.092549,-0.00242,-0.024037,0.017555,0.0,0.0
abnormal_return_5d,ALL,YEAR_2017,179,100.0,yearly_stats,0.002022,0.037837,-0.110226,0.132986,-0.000259,-0.019089,0.019891,0.0,0.0
abnormal_return_5d,ALL,YEAR_2018,184,100.0,yearly_stats,0.002238,0.036379,-0.083612,0.121505,-0.00148,-0.023167,0.022918,0.0,0.0
abnormal_return_5d,ALL,YEAR_2019,183,100.0,yearly_stats,0.00159,0.039312,-0.206944,0.141912,0.000287,-0.023795,0.02283,0.0,0.0
abnormal_return_5d,ALL,YEAR_2020,186,100.0,yearly_stats,0.008574,0.050308,-0.119063,0.187993,0.003642,-0.022821,0.033199,0.0,0.0
abnormal_return_5d,ALL,YEAR_2021,190,100.0,yearly_stats,-0.000103,0.034922,-0.082521,0.124187,-0.003684,-0.021408,0.015987,0.0,0.0
abnormal_return_5d,ALL,YEAR_2022,110,100.0,yearly_stats,-0.000783,0.040742,-0.203349,0.167681,-0.003785,-0.021422,0.017225,0.0,0.0
abnormal_return_5d,ALL,YEAR_2023,196,100.0,yearly_stats,0.002424,0.028451,-0.081225,0.143074,0.001254,-0.014093,0.014418,0.0,0.0
abnormal_return_5d,ALL,YEAR_2024,200,100.0,yearly_stats,0.002596,0.035387,-0.132358,0.122966,0.000917,-0.021401,0.020633,0.0,0.0
abnormal_return_5d,ALL,YEAR_2025,155,100.0,yearly_stats,-0.002213,0.026172,-0.0684,0.060744,-0.002127,-0.019954,0.014013,0.0,0.0
abnormal_return_5d,ALL,YEAR_2026,87,97.75,yearly_stats,0.000258,0.029439,-0.06957,0.091612,-0.001495,-0.018602,0.015676,2.0,0.0
abnormal_return_5d,ALL,TRAIN,1142,100.0,split_stats,0.002133,0.039112,-0.206944,0.187993,-0.000974,-0.02207,0.021186,0.0,0.0
abnormal_return_5d,ALL,VAL,356,100.0,split_stats,0.000609,0.032325,-0.203349,0.167681,-0.000681,-0.017073,0.015496,0.0,0.0
abnormal_return_5d,ALL,TEST,392,99.49,split_stats,0.000946,0.031981,-0.132358,0.122966,8.8e-05,-0.020232,0.018973,2.0,0.0
return_1d_after,ALL,OVERALL,1892,100.0,overall_stats,0.000895,0.020239,-0.094628,0.167569,5.8e-05,-0.010028,0.010452,0.0,0.0
return_1d_after,ALL,YEAR_2015,44,100.0,yearly_stats,-0.00722,0.022774,-0.068216,0.04813,-0.005763,-0.017327,0.005154,0.0,0.0
return_1d_after,ALL,YEAR_2016,176,100.0,yearly_stats,-0.00011,0.017491,-0.061332,0.067645,-0.000131,-0.01097,0.009784,0.0,0.0
return_1d_after,ALL,YEAR_2017,179,100.0,yearly_stats,-0.000202,0.018957,-0.060043,0.084476,-0.000521,-0.008703,0.010257,0.0,0.0
return_1d_after,ALL,YEAR_2018,184,100.0,yearly_stats,0.001799,0.018808,-0.051778,0.058581,0.000763,-0.010055,0.013404,0.0,0.0
return_1d_after,ALL,YEAR_2019,183,100.0,yearly_stats,0.000584,0.023126,-0.060764,0.167569,-0.000522,-0.011613,0.009698,0.0,0.0
return_1d_after,ALL,YEAR_2020,186,100.0,yearly_stats,0.005664,0.028411,-0.094628,0.151645,0.001392,-0.010493,0.018002,0.0,0.0
return_1d_after,ALL,YEAR_2021,190,100.0,yearly_stats,0.00304,0.019539,-0.03952,0.132425,0.001082,-0.007239,0.01285,0.0,0.0
return_1d_after,ALL,YEAR_2022,110,100.0,yearly_stats,-0.000906,0.021127,-0.066125,0.067454,-0.000899,-0.014877,0.009338,0.0,0.0
return_1d_after,ALL,YEAR_2023,196,100.0,yearly_stats,0.0012,0.014367,-0.042521,0.055659,0.00153,-0.006777,0.007851,0.0,0.0
return_1d_after,ALL,YEAR_2024,200,100.0,yearly_stats,-0.001139,0.021753,-0.077984,0.09413,-0.001939,-0.01214,0.009787,0.0,0.0
return_1d_after,ALL,YEAR_2025,155,100.0,yearly_stats,-9.4e-05,0.014509,-0.03814,0.052776,0.000273,-0.007858,0.008528,0.0,0.0
return_1d_after,ALL,YEAR_2026,89,100.0,yearly_stats,0.001181,0.017125,-0.044319,0.054374,0.001354,-0.009536,0.010208,0.0,0.0
return_1d_after,ALL,TRAIN,1142,100.0,split_stats,0.001485,0.021584,-0.094628,0.167569,0.00018,-0.010292,0.011933,0.0,0.0
return_1d_after,ALL,VAL,356,100.0,split_stats,0.000475,0.016787,-0.066125,0.067454,0.000412,-0.008378,0.009231,0.0,0.0
return_1d_after,ALL,TEST,394,100.0,split_stats,-0.000434,0.018998,-0.077984,0.09413,-0.000394,-0.010409,0.009139,0.0,0.0
return_3d_after,ALL,OVERALL,1892,100.0,overall_stats,0.002436,0.032583,-0.125983,0.203114,0.0,-0.01636,0.018931,0.0,0.0
return_3d_after,ALL,YEAR_2015,44,100.0,yearly_stats,-0.006511,0.036472,-0.102317,0.100706,-0.006988,-0.034088,0.016058,0.0,0.0
return_3d_after,ALL,YEAR_2016,176,100.0,yearly_stats,-0.001585,0.031054,-0.110233,0.11824,-0.003134,-0.019139,0.016008,0.0,0.0
return_3d_after,ALL,YEAR_2017,179,100.0,yearly_stats,0.00116,0.031807,-0.093277,0.094712,-0.000727,-0.014948,0.015986,0.0,0.0
return_3d_after,ALL,YEAR_2018,184,100.0,yearly_stats,0.004667,0.033802,-0.086828,0.153023,0.001463,-0.01651,0.017756,0.0,0.0
return_3d_after,ALL,YEAR_2019,183,100.0,yearly_stats,0.00442,0.034254,-0.099318,0.203114,0.001641,-0.015311,0.020801,0.0,0.0
return_3d_after,ALL,YEAR_2020,186,100.0,yearly_stats,0.015074,0.040755,-0.125983,0.166488,0.012875,-0.007439,0.035279,0.0,0.0
return_3d_after,ALL,YEAR_2021,190,100.0,yearly_stats,0.004035,0.032009,-0.094643,0.130321,0.000293,-0.016614,0.021953,0.0,0.0
return_3d_after,ALL,YEAR_2022,110,100.0,yearly_stats,-0.00708,0.035891,-0.125515,0.14045,-0.005222,-0.024136,0.01084,0.0,0.0
return_3d_after,ALL,YEAR_2023,196,100.0,yearly_stats,0.002209,0.025252,-0.070731,0.089927,0.000748,-0.011742,0.014833,0.0,0.0
return_3d_after,ALL,YEAR_2024,200,100.0,yearly_stats,0.000541,0.033167,-0.091919,0.117292,-0.001357,-0.019579,0.019866,0.0,0.0
return_3d_after,ALL,YEAR_2025,155,100.0,yearly_stats,-0.000753,0.02327,-0.063926,0.060648,-0.003954,-0.017466,0.01475,0.0,0.0
return_3d_after,ALL,YEAR_2026,89,100.0,yearly_stats,0.000923,0.026108,-0.044425,0.110193,-0.004771,-0.016632,0.015422,0.0,0.0
return_3d_after,ALL,TRAIN,1142,100.0,split_stats,0.004274,0.034578,-0.125983,0.203114,0.001251,-0.016114,0.021769,0.0,0.0
return_3d_after,ALL,VAL,356,100.0,split_stats,-0.001567,0.028657,-0.125515,0.14045,-0.001002,-0.016066,0.013315,0.0,0.0
return_3d_after,ALL,TEST,394,100.0,split_stats,0.000725,0.029462,-0.091919,0.117292,-0.003007,-0.017127,0.018619,0.0,0.0
return_5d_after,ALL,OVERALL,1890,99.89,overall_stats,0.004099,0.041608,-0.230407,0.26541,0.001344,-0.018954,0.02523,2.0,0.0
return_5d_after,ALL,YEAR_2015,44,100.0,yearly_stats,0.000563,0.048508,-0.121212,0.081633,0.004288,-0.019811,0.033757,0.0,0.0
return_5d_after,ALL,YEAR_2016,176,100.0,yearly_stats,-0.000327,0.036093,-0.111842,0.120693,-0.002943,-0.016756,0.022984,0.0,0.0
return_5d_after,ALL,YEAR_2017,179,100.0,yearly_stats,0.001793,0.040883,-0.102829,0.152092,-0.001091,-0.020528,0.020944,0.0,0.0
return_5d_after,ALL,YEAR_2018,184,100.0,yearly_stats,0.007992,0.039062,-0.087415,0.149322,0.003711,-0.016333,0.029992,0.0,0.0
return_5d_after,ALL,YEAR_2019,183,100.0,yearly_stats,0.002422,0.042837,-0.181338,0.165877,-0.000155,-0.01888,0.020468,0.0,0.0
return_5d_after,ALL,YEAR_2020,186,100.0,yearly_stats,0.025137,0.057516,-0.141268,0.26541,0.015511,-0.007654,0.055216,0.0,0.0
return_5d_after,ALL,YEAR_2021,190,100.0,yearly_stats,0.00366,0.038725,-0.106336,0.129552,0.001013,-0.019879,0.027091,0.0,0.0
return_5d_after,ALL,YEAR_2022,110,100.0,yearly_stats,-0.004681,0.050606,-0.230407,0.199037,-0.008388,-0.023839,0.02299,0.0,0.0
return_5d_after,ALL,YEAR_2023,196,100.0,yearly_stats,0.004654,0.031143,-0.07162,0.140919,0.002872,-0.016488,0.020285,0.0,0.0
return_5d_after,ALL,YEAR_2024,200,100.0,yearly_stats,-0.001104,0.041142,-0.15379,0.123956,-0.001535,-0.025832,0.019759,0.0,0.0
return_5d_after,ALL,YEAR_2025,155,100.0,yearly_stats,0.000245,0.028265,-0.092898,0.075142,0.000598,-0.019639,0.018724,0.0,0.0
return_5d_after,ALL,YEAR_2026,87,97.75,yearly_stats,-0.000461,0.033774,-0.082873,0.096665,-0.003937,-0.019726,0.01882,2.0,0.0
return_5d_after,ALL,TRAIN,1142,100.0,split_stats,0.006631,0.044096,-0.181338,0.26541,0.002911,-0.017404,0.028768,0.0,0.0
return_5d_after,ALL,VAL,356,100.0,split_stats,0.000928,0.03803,-0.230407,0.199037,-0.000168,-0.020432,0.0197,0.0,0.0
return_5d_after,ALL,TEST,392,99.49,split_stats,-0.000398,0.036446,-0.15379,0.123956,4e-05,-0.023315,0.019633,2.0,0.0
benchmark_return_1d_after,ALL,OVERALL,1892,100.0,overall_stats,0.000423,0.008585,-0.051641,0.043942,2.8e-05,-0.004393,0.005468,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2015,44,100.0,yearly_stats,-0.004993,0.009974,-0.016075,0.021958,-0.010705,-0.012858,-0.000334,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2016,176,100.0,yearly_stats,0.000349,0.006992,-0.028767,0.015164,0.000202,-0.002414,0.00393,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2017,179,100.0,yearly_stats,8.5e-05,0.006928,-0.019858,0.011605,0.000116,-0.004417,0.004451,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2018,184,100.0,yearly_stats,0.001057,0.006549,-0.010478,0.020453,0.000636,-0.003573,0.004315,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2019,183,100.0,yearly_stats,-1e-05,0.00817,-0.021625,0.018727,-0.001092,-0.006277,0.00564,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2020,186,100.0,yearly_stats,0.003145,0.013562,-0.051641,0.043942,0.003712,-0.002504,0.012643,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2021,190,100.0,yearly_stats,0.001653,0.00924,-0.028777,0.027384,0.001243,-0.003744,0.007164,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2022,110,100.0,yearly_stats,0.000568,0.011077,-0.021986,0.025039,-0.000101,-0.003593,0.007167,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2023,196,100.0,yearly_stats,0.000454,0.005515,-0.017897,0.016515,-0.000415,-0.003486,0.005232,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2024,200,100.0,yearly_stats,-0.001404,0.008581,-0.029674,0.027832,-0.002041,-0.00587,0.003791,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2025,155,100.0,yearly_stats,0.000256,0.00661,-0.011633,0.02571,3.4e-05,-0.004662,0.004873,0.0,0.0
benchmark_return_1d_after,ALL,YEAR_2026,89,100.0,yearly_stats,-0.000671,0.006114,-0.018697,0.01074,-0.001633,-0.003859,0.003318,0.0,0.0
benchmark_return_1d_after,ALL,TRAIN,1142,100.0,split_stats,0.000831,0.009097,-0.051641,0.043942,0.000616,-0.004207,0.006261,0.0,0.0
benchmark_return_1d_after,ALL,VAL,356,100.0,split_stats,0.000519,0.007924,-0.029674,0.027832,-0.000415,-0.003455,0.005393,0.0,0.0
benchmark_return_1d_after,ALL,TEST,394,100.0,split_stats,-0.000848,0.007453,-0.022525,0.02571,-0.000852,-0.005377,0.004034,0.0,0.0
benchmark_return_3d_after,ALL,OVERALL,1892,100.0,overall_stats,0.00068,0.014625,-0.054521,0.079124,0.000357,-0.007935,0.00932,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2015,44,100.0,yearly_stats,-0.007961,0.020737,-0.051508,0.019948,-0.001042,-0.021658,0.005314,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2016,176,100.0,yearly_stats,-0.000429,0.0127,-0.052289,0.03899,0.001994,-0.00856,0.00841,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2017,179,100.0,yearly_stats,4.1e-05,0.01065,-0.042008,0.023873,0.001278,-0.005662,0.007351,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2018,184,100.0,yearly_stats,0.001921,0.011678,-0.023112,0.032918,0.003535,-0.008796,0.011005,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2019,183,100.0,yearly_stats,0.000701,0.014688,-0.033706,0.054741,-0.003473,-0.010413,0.010867,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2020,186,100.0,yearly_stats,0.008999,0.023456,-0.054521,0.079124,0.007162,-0.004426,0.022386,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2021,190,100.0,yearly_stats,0.001257,0.013675,-0.043207,0.029348,-0.00125,-0.007167,0.010254,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2022,110,100.0,yearly_stats,-0.003119,0.018207,-0.038786,0.03618,0.000567,-0.014612,0.009564,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2023,196,100.0,yearly_stats,-7.8e-05,0.01026,-0.030469,0.022055,-0.000199,-0.004744,0.004557,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2024,200,100.0,yearly_stats,-0.00281,0.013553,-0.038515,0.024096,-0.00489,-0.013558,0.008058,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2025,155,100.0,yearly_stats,0.001849,0.00888,-0.020925,0.022842,0.000552,-0.004011,0.008456,0.0,0.0
benchmark_return_3d_after,ALL,YEAR_2026,89,100.0,yearly_stats,-0.000621,0.010422,-0.036777,0.016998,0.000841,-0.008201,0.007525,0.0,0.0
benchmark_return_3d_after,ALL,TRAIN,1142,100.0,split_stats,0.00173,0.015771,-0.054521,0.079124,0.002236,-0.007935,0.010732,0.0,0.0
benchmark_return_3d_after,ALL,VAL,356,100.0,split_stats,-0.001198,0.013583,-0.038786,0.03618,-8.3e-05,-0.007343,0.007977,0.0,0.0
benchmark_return_3d_after,ALL,TEST,394,100.0,split_stats,-0.000666,0.011497,-0.038515,0.024096,-0.000451,-0.008317,0.007956,0.0,0.0
benchmark_return_5d_after,ALL,OVERALL,1890,99.89,overall_stats,0.002499,0.019707,-0.064047,0.100613,0.003132,-0.009352,0.014372,2.0,0.0
benchmark_return_5d_after,ALL,YEAR_2015,44,100.0,yearly_stats,-0.005054,0.023495,-0.064047,0.033011,0.001532,-0.022601,0.011453,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2016,176,100.0,yearly_stats,0.002238,0.015382,-0.05542,0.054833,0.003556,-0.004654,0.01007,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2017,179,100.0,yearly_stats,-0.000229,0.013895,-0.045436,0.021777,0.003189,-0.010508,0.009345,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2018,184,100.0,yearly_stats,0.005754,0.017037,-0.034296,0.049172,0.006912,-0.001583,0.019644,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2019,183,100.0,yearly_stats,0.000832,0.020182,-0.038318,0.057243,-0.000547,-0.012803,0.012153,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2020,186,100.0,yearly_stats,0.016563,0.031938,-0.058169,0.100613,0.013741,-0.009031,0.039347,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2021,190,100.0,yearly_stats,0.003763,0.017765,-0.061809,0.031475,0.00509,-0.007144,0.018228,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2022,110,100.0,yearly_stats,-0.003897,0.024215,-0.051323,0.039513,0.00238,-0.025197,0.012479,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2023,196,100.0,yearly_stats,0.00223,0.013283,-0.03895,0.023901,0.003922,-0.005278,0.012394,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2024,200,100.0,yearly_stats,-0.0037,0.017925,-0.037494,0.031937,-0.005439,-0.016277,0.013263,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2025,155,100.0,yearly_stats,0.002457,0.012412,-0.024498,0.033685,0.001293,-0.00689,0.010959,0.0,0.0
benchmark_return_5d_after,ALL,YEAR_2026,87,97.75,yearly_stats,-0.000719,0.013657,-0.037319,0.022954,-0.005716,-0.00933,0.009416,2.0,0.0
benchmark_return_5d_after,ALL,TRAIN,1142,100.0,split_stats,0.004498,0.021224,-0.064047,0.100613,0.005323,-0.008029,0.016991,0.0,0.0
benchmark_return_5d_after,ALL,VAL,356,100.0,split_stats,0.000319,0.017902,-0.051323,0.039513,0.003922,-0.009818,0.013263,0.0,0.0
benchmark_return_5d_after,ALL,TEST,392,99.49,split_stats,-0.001344,0.015494,-0.037494,0.033685,-0.001819,-0.011148,0.010392,2.0,0.0
reaction_class_consistency,CONSISTENT,OVERALL,1892,100.0,label_consistency,,,,,,,,,
reaction_class_consistency,INCONSISTENT,OVERALL,0,0.0,label_consistency,,,,,,,,,
reaction_class_threshold,NEAR_THRESHOLD,OVERALL,153,8.09,threshold_boundary,,,,,,,,,
split_boundary,CROSSES_TRAIN_END,OVERALL,47,4.12,boundary_overlap,,,,,,,,,
split_boundary,CROSSES_VAL_END,OVERALL,50,14.04,boundary_overlap,,,,,,,,,
duplicate_check,DUPLICATE_TARGET_ROWS,OVERALL,0,0.0,duplicate_targets,,,,,,,,,
abnormal_return_1d,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
abnormal_return_1d,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
abnormal_return_3d,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
abnormal_return_3d,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
abnormal_return_5d,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
abnormal_return_5d,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
return_1d_after,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
return_1d_after,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
return_3d_after,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
return_3d_after,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
return_5d_after,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
return_5d_after,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
benchmark_return_1d_after,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
benchmark_return_1d_after,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
benchmark_return_3d_after,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
benchmark_return_3d_after,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
benchmark_return_5d_after,IMPOSSIBLE_LOW,OVERALL,0,0.0,impossible_values,,,,,,,,,
benchmark_return_5d_after,IMPOSSIBLE_HIGH,OVERALL,0,0.0,impossible_values,,,,,,,,,
