event_key,symbol,feature_cutoff_date,val_market_cap,val_pe,val_earnings_yield,val_pb,val_ps,val_ev,val_ev_ebitda,val_pcf
MAXHEALTH_2021-12-31,MAXHEALTH,2022-02-09,,,,,,,,
MAXHEALTH_2022-03-31,MAXHEALTH,2022-05-24,,,,,,,,
MAXHEALTH_2022-12-31,MAXHEALTH,2023-02-01,,,,,,,,
MAXHEALTH_2023-03-31,MAXHEALTH,2023-05-15,,,,,,,,
MAXHEALTH_2023-06-30,MAXHEALTH,2023-08-07,566387806259.5795,51.35123024524098,0.019473730137023852,7.64398308488836,,561727006259.5795,,
MAXHEALTH_2023-09-30,MAXHEALTH,2023-11-05,561339054977.9205,50.89348806461818,0.01964887921869936,7.57584501946694,,556678254977.9205,,
MAXHEALTH_2023-12-31,MAXHEALTH,2024-01-30,714987592034.1705,64.82394581109705,0.015426398184925246,9.649489270447765,,710326792034.1705,,
MAXHEALTH_2024-03-31,MAXHEALTH,2024-05-21,810720558875.0,73.50352112676056,0.013604790419161678,10.941503630767693,,806059758875.0,,
MAXHEALTH_2024-06-30,MAXHEALTH,2024-07-31,896346218278.0,85.07841328413284,0.011753862835456765,10.66045782156339,,899493418278.0,,
MAXHEALTH_2024-09-30,MAXHEALTH,2024-11-05,1015259701396.7999,96.36531365313652,0.010377177867126173,12.074724034052714,,1018406901396.7999,,
MAXHEALTH_2024-12-31,MAXHEALTH,2025-01-29,996210218200.0,94.55719557195572,0.010575609756097561,11.848164019628598,,999357418200.0,,
MAXHEALTH_2025-03-31,MAXHEALTH,2025-05-19,,,,,,,,
MAXHEALTH_2025-06-30,MAXHEALTH,2025-08-12,1225482272011.7998,114.49591280653951,0.008733936220847215,13.063631326431343,,1248968272011.7998,,
MAXHEALTH_2025-09-30,MAXHEALTH,2025-11-14,1078481609873.9999,350.19047619047615,0.0028555887952134897,,53.19084469951715,,,
MAXHEALTH_2025-12-31,MAXHEALTH,2026-02-04,996979848168.9501,204.2729083665339,0.004895411770442244,9.917819191307856,46.68667076423223,1023998448168.9501,168.40694814060524,
MAXHEALTH_2026-03-31,MAXHEALTH,2026-05-21,1062568971216.2999,353.1067961165048,0.002832004399230135,,51.393407135906784,,,
MAXHEALTH_2026-06-30,MAXHEALTH,2026-08-12,980433553807.5,287.85714285714283,0.003473945409429281,9.123172136823358,45.75286430043073,1008532853807.5,154.14863415270688,
NESTLEIND_2023-09-30,NESTLEIND,2023-10-18,2242913905197.422,93.84005332291247,0.010656430432311305,91.20613480147456,,2236353605197.422,,
NESTLEIND_2023-12-31,NESTLEIND,2024-02-06,2368596592958.0273,99.09842284565349,0.010090977951864151,96.31691151722033,,2362036292958.0273,,
NESTLEIND_2024-03-31,NESTLEIND,2024-04-24,2410537429418.0273,100.8531626600948,0.009915405462992747,98.02239899714243,,2403977129418.0273,,
NESTLEIND_2024-06-30,NESTLEIND,2024-07-24,4900618012848.0,205.03428801936266,0.004877233021169434,199.27935087236753,,4894057712848.0,,
NESTLEIND_2024-09-30,NESTLEIND,2024-10-16,4747991934420.0,198.64864864864865,0.005034013605442177,193.07294470980048,,4741431634420.0,,
NESTLEIND_2024-12-31,NESTLEIND,2025-01-30,4275747757452.0,178.89068172650263,0.005590006088348704,173.8695477519651,,4269187457452.0,,
NESTLEIND_2025-06-30,NESTLEIND,2025-07-23,4729190869800.0,147.47444377630788,0.0067808358817533125,117.92875858870234,86.81173627111923,4738803369800.0,343.13544020043014,
NESTLEIND_2025-09-30,NESTLEIND,2025-10-15,2357447838824.2,364.5970149253732,0.0027427542164728995,,46.46169537844603,,,
NESTLEIND_2025-12-31,NESTLEIND,2026-01-29,2485800779123.7,384.44776119402985,0.0026011336283872973,,48.99133574414659,,,
NESTLEIND_2026-03-31,NESTLEIND,2026-04-20,2484269802777.6,248.82011605415863,0.004018967661691542,,44.019863538670904,,,
NESTLEIND_2026-06-30,NESTLEIND,2026-07-21,,,,,,,,
NTPC_2015-12-31,NTPC,2016-01-27,,,,,,,,
NTPC_2016-03-31,NTPC,2016-05-29,,,,,,,,
NTPC_2016-06-30,NTPC,2016-08-21,,,,,,,,
NTPC_2016-09-30,NTPC,2016-10-26,,,,,,,,
NTPC_2016-12-31,NTPC,2017-02-07,,,,,,,,
NTPC_2017-03-31,NTPC,2017-05-28,,,,,,,,
NTPC_2017-06-30,NTPC,2017-07-26,,,,,,,,
NTPC_2017-09-30,NTPC,2017-11-12,,,,,,,,
NTPC_2017-12-31,NTPC,2018-01-31,,,,,,,,
NTPC_2018-03-31,NTPC,2018-05-27,,,,,,,,
NTPC_2018-06-30,NTPC,2018-07-25,,,,,,,,
NTPC_2018-09-30,NTPC,2018-10-31,,,,,,,,
NTPC_2018-12-31,NTPC,2019-01-30,,,,,,,,
NTPC_2019-03-31,NTPC,2019-05-22,,,,,,,,
NTPC_2019-06-30,NTPC,2019-08-07,,,,,,,,
NTPC_2019-09-30,NTPC,2019-11-06,,,,,,,,
NTPC_2019-12-31,NTPC,2020-02-05,,,,,,,,
NTPC_2020-03-31,NTPC,2020-06-24,,,,,,,,
NTPC_2020-06-30,NTPC,2020-08-12,,,,,,,,
NTPC_2020-09-30,NTPC,2020-11-02,,,,,,,,
NTPC_2020-12-31,NTPC,2021-02-03,,,,,,,,
NTPC_2021-03-31,NTPC,2021-06-16,,,,,,,,
NTPC_2021-06-30,NTPC,2021-07-28,,,,,,,,
NTPC_2021-09-30,NTPC,2021-10-28,,,,,,,,
NTPC_2021-12-31,NTPC,2022-01-26,,,,,,,,
NTPC_2022-03-31,NTPC,2022-05-18,,,,,,,,
NTPC_2022-12-31,NTPC,2023-01-24,,,,,,,,
NTPC_2023-03-31,NTPC,2023-05-17,,,,,,,,
NTPC_2023-06-30,NTPC,2023-07-26,1954847951798.1533,11.55963337749516,0.08650793388887637,1.3296189653631827,,4179323051798.1533,,
NTPC_2023-09-30,NTPC,2023-10-25,2250111405986.5767,13.305619441041157,0.07515621534428543,1.5304468037157521,,4474586505986.576,,
NTPC_2023-12-31,NTPC,2024-01-29,3147052875422.1934,18.6095176486794,0.05373594409476613,2.1405149102840006,,5371527975422.193,,
NTPC_2024-03-31,NTPC,2024-05-22,3625098693379.6533,21.4363535609814,0.046649725064257526,2.465664897158491,,5849573793379.653,,
NTPC_2024-06-30,NTPC,2024-07-25,3802547624448.0996,18.273532152842495,0.05472395766925922,2.3661034764504247,,6165224024448.1,,
NTPC_2024-09-30,NTPC,2024-10-24,3994056780594.5996,19.193849021435227,0.05210002427773732,2.4852684481701646,,6356733180594.6,,
NTPC_2024-12-31,NTPC,2025-01-23,3138325994269.0996,15.081547064305683,0.06630619496369536,1.9527971188401887,,5501002394269.1,,
NTPC_2025-03-31,NTPC,2025-05-22,3310441818147.5996,15.90866728797763,0.06285881663737553,2.0598947516516004,,5673118218147.6,,
NTPC_2025-06-30,NTPC,2025-07-29,3244504488436.4004,42.62420382165605,0.023460848774656304,1.7626359764541062,6.510663443485835,5693639588436.4,34.220882240836744,
NTPC_2025-09-30,NTPC,2025-10-30,3346062241924.3496,55.66935483870967,0.017963204403882372,,7.1093947691558075,,,
NTPC_2025-12-31,NTPC,2026-01-30,3451247741924.0,57.41935483870967,0.017415730337078654,,7.332882914151725,,,
NTPC_2026-03-31,NTPC,2026-05-21,3770309003616.0,68.69257950530036,0.014557613168724278,,8.223913362428041,,,
NTPC_2026-06-30,NTPC,2026-07-24,3366682481724.8,32.118408880666045,0.031134792626728115,1.6570303332701202,6.775676351997282,6012231481724.8,34.87982229916476,
ONGC_2015-12-31,ONGC,2016-02-11,,,,,,,,
ONGC_2016-03-31,ONGC,2016-05-25,,,,,,,,
ONGC_2016-06-30,ONGC,2016-09-07,,,,,,,,
ONGC_2016-09-30,ONGC,2016-10-26,,,,,,,,
ONGC_2016-12-31,ONGC,2017-01-31,,,,,,,,
ONGC_2017-03-31,ONGC,2017-05-24,,,,,,,,
ONGC_2017-06-30,ONGC,2017-07-27,,,,,,,,
ONGC_2017-09-30,ONGC,2017-10-25,,,,,,,,
ONGC_2017-12-31,ONGC,2018-02-07,,,,,,,,
ONGC_2018-03-31,ONGC,2018-05-30,,,,,,,,
ONGC_2018-06-30,ONGC,2018-08-02,,,,,,,,
ONGC_2018-09-30,ONGC,2018-10-31,,,,,,,,
ONGC_2018-12-31,ONGC,2019-02-14,,,,,,,,
ONGC_2019-06-30,ONGC,2019-08-13,,,,,,,,
ONGC_2019-09-30,ONGC,2019-11-14,,,,,,,,
ONGC_2019-12-31,ONGC,2020-02-12,,,,,,,,
ONGC_2020-03-31,ONGC,2020-06-30,,,,,,,,
ONGC_2020-06-30,ONGC,2020-09-01,,,,,,,,
ONGC_2020-09-30,ONGC,2020-11-13,,,,,,,,
ONGC_2020-12-31,ONGC,2021-02-10,,,,,,,,
ONGC_2021-03-31,ONGC,2021-06-24,,,,,,,,
ONGC_2021-06-30,ONGC,2021-08-11,,,,,,,,
ONGC_2021-09-30,ONGC,2021-11-10,,,,,,,,
ONGC_2021-12-31,ONGC,2022-02-09,,,,,,,,
ONGC_2022-03-31,ONGC,2022-05-30,,,,,,,,
ONGC_2022-12-31,ONGC,2023-02-14,,,,,,,,
ONGC_2023-03-31,ONGC,2023-05-24,,,,,,,,
ONGC_2023-06-30,ONGC,2023-08-09,2225451314757.469,6.062371278152309,0.16495195594565767,0.7821077012038021,,3966455104757.469,,
ONGC_2023-09-30,ONGC,2023-11-08,2457557619676.031,6.694654081683195,0.1493729157322758,0.8636786290290861,,4198561409676.031,,
ONGC_2023-12-31,ONGC,2024-02-12,3244453930443.469,8.83824516437575,0.11314463237913933,1.1402237327655589,,4985457720443.469,,
ONGC_2024-03-31,ONGC,2024-05-20,3490398619272.5615,9.508225229850282,0.1051720984543554,1.2266579917079383,,5231402409272.562,,
ONGC_2024-06-30,ONGC,2024-08-05,3903031623661.5,7.9429083461341525,0.12589846897663176,1.1511028879163476,,5788124403661.5,,
ONGC_2024-09-30,ONGC,2024-11-11,3231873728021.4,6.5770609318996405,0.15204359673024526,0.9531614243536171,,5116966508021.4,,
ONGC_2024-12-31,ONGC,2025-01-31,3303707122287.66,6.723246287762417,0.1487376718327558,0.9743469118314652,,5188799902287.66,,
ONGC_2025-03-31,ONGC,2025-05-21,3128463832948.08,6.366615463389657,0.15706932604149912,0.9226632269686941,,5013556612948.08,,
ONGC_2025-06-30,ONGC,2025-08-12,2962907358597.12,8.177777777777777,0.12228260869565219,0.8627135022364457,,4848297048597.12,,
ONGC_2025-09-30,ONGC,2025-11-10,3163983565996.8003,32.27214377406932,0.030986475735879076,,1.9398288012468923,,,
ONGC_2025-12-31,ONGC,2026-02-12,3476560158578.1,32.20862470862471,0.031047584584765694,0.9452856846656842,2.2015935541559846,4649425858578.1,22.46621489620583,
ONGC_2026-03-31,ONGC,2026-05-26,3617508479912.5,36.118090452261306,0.02768695652173913,,2.1607007355040913,,,
ONGC_2026-06-30,ONGC,2026-08-04,3044427567852.0,28.13953488372093,0.03553719008264463,0.8189056741324245,1.7516321393233425,4423497917852.0,20.375684396469964,
POWERGRID_2015-12-31,POWERGRID,2016-01-27,,,,,,,,
POWERGRID_2016-03-31,POWERGRID,2016-05-26,,,,,,,,
POWERGRID_2016-06-30,POWERGRID,2016-08-15,,,,,,,,
POWERGRID_2016-09-30,POWERGRID,2016-11-09,,,,,,,,
POWERGRID_2016-12-31,POWERGRID,2017-02-09,,,,,,,,
POWERGRID_2017-03-31,POWERGRID,2017-05-29,,,,,,,,
POWERGRID_2017-06-30,POWERGRID,2017-08-01,,,,,,,,
POWERGRID_2017-09-30,POWERGRID,2017-11-02,,,,,,,,
POWERGRID_2017-12-31,POWERGRID,2018-02-01,,,,,,,,
POWERGRID_2018-03-31,POWERGRID,2018-05-29,,,,,,,,
POWERGRID_2018-06-30,POWERGRID,2018-07-31,,,,,,,,
POWERGRID_2018-09-30,POWERGRID,2018-11-05,,,,,,,,
POWERGRID_2018-12-31,POWERGRID,2019-01-31,,,,,,,,
POWERGRID_2019-03-31,POWERGRID,2019-05-29,,,,,,,,
POWERGRID_2019-06-30,POWERGRID,2019-07-31,,,,,,,,
POWERGRID_2019-09-30,POWERGRID,2019-11-07,,,,,,,,
POWERGRID_2019-12-31,POWERGRID,2020-01-29,,,,,,,,
POWERGRID_2020-03-31,POWERGRID,2020-06-17,,,,,,,,
POWERGRID_2020-06-30,POWERGRID,2020-08-10,,,,,,,,
POWERGRID_2020-09-30,POWERGRID,2020-11-11,,,,,,,,
POWERGRID_2020-12-31,POWERGRID,2021-02-11,,,,,,,,
POWERGRID_2021-03-31,POWERGRID,2021-06-17,,,,,,,,
POWERGRID_2021-06-30,POWERGRID,2021-08-10,,,,,,,,
POWERGRID_2021-09-30,POWERGRID,2021-11-09,,,,,,,,
POWERGRID_2021-12-31,POWERGRID,2022-02-09,,,,,,,,
POWERGRID_2022-03-31,POWERGRID,2022-05-18,,,,,,,,
POWERGRID_2022-12-31,POWERGRID,2023-01-31,,,,,,,,
POWERGRID_2023-03-31,POWERGRID,2023-05-17,,,,,,,,
POWERGRID_2023-06-30,POWERGRID,2023-07-31,1855819291100.5557,12.034831489958725,0.08309214805660978,2.235218857907002,,3100221091100.5557,,
POWERGRID_2023-09-30,POWERGRID,2023-11-07,1934525594144.0,12.545235223160436,0.07971153846153844,2.3300157024287125,,3178927394144.0,,
POWERGRID_2023-12-31,POWERGRID,2024-02-06,2550690597086.5,16.541013268998796,0.06045578851412944,3.0721481076493964,,3795092397086.5,,
POWERGRID_2024-03-31,POWERGRID,2024-05-22,3029671693713.5,19.647165259348615,0.05089792785878741,3.64905103397189,,4274073493713.5,,
POWERGRID_2024-06-30,POWERGRID,2024-07-26,3201267834499.8,20.56152927120669,0.04863451481696688,3.673491070812579,,4444393434499.8,,
POWERGRID_2024-09-30,POWERGRID,2024-11-06,2962242316351.5,19.026284348864994,0.052558869701726844,3.3992065835380783,,4205367916351.5,,
POWERGRID_2024-12-31,POWERGRID,2025-02-03,2639511363832.2,16.95340501792115,0.058985200845665955,3.028869162976787,,3882636963832.2,,
POWERGRID_2025-03-31,POWERGRID,2025-05-19,2827848591166.95,18.16308243727599,0.055056734089787854,3.244988262872065,,4070974191166.95,,
POWERGRID_2025-06-30,POWERGRID,2025-07-29,2726006979348.9004,66.61363636363636,0.01501194131695667,2.9418565866380484,22.207162967645733,4003668679348.9004,38.09581909790789,
POWERGRID_2025-09-30,POWERGRID,2025-11-03,2849065504128.0,78.4741144414169,0.012743055555555554,,25.446673110460495,,,
POWERGRID_2026-03-31,POWERGRID,2026-05-15,2844377813299.35,67.96666666666667,0.014713094654242274,,22.947617268606763,,,
POWERGRID_2026-06-30,POWERGRID,2026-08-05,2620445126003.25,57.61758691206544,0.01735581188997338,2.6075629826003097,22.462992728226386,4086693026003.25,43.53251310231335,
RELIANCE_2015-12-31,RELIANCE,2016-01-19,,,,,,,,
RELIANCE_2016-03-31,RELIANCE,2016-04-20,,,,,,,,
RELIANCE_2016-06-30,RELIANCE,2016-07-13,,,,,,,,
RELIANCE_2016-09-30,RELIANCE,2016-10-20,,,,,,,,
RELIANCE_2016-12-31,RELIANCE,2017-01-16,,,,,,,,
RELIANCE_2017-03-31,RELIANCE,2017-04-24,,,,,,,,
RELIANCE_2017-06-30,RELIANCE,2017-07-20,,,,,,,,
RELIANCE_2017-09-30,RELIANCE,2017-10-11,,,,,,,,
RELIANCE_2017-12-31,RELIANCE,2018-01-17,,,,,,,,
RELIANCE_2018-03-31,RELIANCE,2018-04-25,,,,,,,,
RELIANCE_2018-06-30,RELIANCE,2018-07-25,,,,,,,,
RELIANCE_2018-09-30,RELIANCE,2018-10-15,,,,,,,,
RELIANCE_2018-12-31,RELIANCE,2019-01-17,,,,,,,,
RELIANCE_2019-03-31,RELIANCE,2019-04-15,,,,,,,,
RELIANCE_2019-06-30,RELIANCE,2019-07-17,,,,,,,,
RELIANCE_2019-09-30,RELIANCE,2019-10-16,,,,,,,,
RELIANCE_2019-12-31,RELIANCE,2020-01-15,,,,,,,,
RELIANCE_2020-03-31,RELIANCE,2020-04-28,,,,,,,,
RELIANCE_2020-06-30,RELIANCE,2020-07-30,,,,,,,,
RELIANCE_2020-09-30,RELIANCE,2020-10-28,,,,,,,,
RELIANCE_2020-12-31,RELIANCE,2021-01-20,,,,,,,,
RELIANCE_2021-03-31,RELIANCE,2021-04-28,,,,,,,,
RELIANCE_2021-06-30,RELIANCE,2021-07-21,,,,,,,,
RELIANCE_2021-09-30,RELIANCE,2021-10-20,,,,,,,,
RELIANCE_2021-12-31,RELIANCE,2022-01-19,,,,,,,,
RELIANCE_2022-03-31,RELIANCE,2022-05-04,,,,,,,,
RELIANCE_2022-06-30,RELIANCE,2022-07-20,,,,,,,,
RELIANCE_2022-09-30,RELIANCE,2022-10-19,,,,,,,,
RELIANCE_2022-12-31,RELIANCE,2023-01-18,,,,,,,,
RELIANCE_2023-03-31,RELIANCE,2023-04-19,,,,,,,,
RELIANCE_2023-06-30,RELIANCE,2023-07-19,17747644653469.93,26.605402285506898,0.037586351420994785,2.4791645229133046,,20750004653469.93,,
RELIANCE_2023-09-30,RELIANCE,2023-10-25,15277501648535.615,22.902423685686934,0.043663501021726295,2.134110797535819,,18279861648535.617,,
RELIANCE_2023-12-31,RELIANCE,2024-01-17,18425088253472.73,27.62095448162846,0.036204396943093714,2.5737964682894057,,21427448253472.73,,
RELIANCE_2024-03-31,RELIANCE,2024-04-22,20025608122860.117,30.020285537801755,0.03331080907744175,2.7973727318375516,,23027968122860.117,,
RELIANCE_2024-06-30,RELIANCE,2024-07-19,42089257732488.41,60.452866861030124,0.01654181268687908,5.304381293627497,,44615277732488.41,,
RELIANCE_2024-09-30,RELIANCE,2024-10-14,37146615097761.41,53.35374149659864,0.01874282799948999,4.68147505709165,,39672635097761.41,,
RELIANCE_2024-12-31,RELIANCE,2025-01-16,17137877521560.602,24.61516034985423,0.04062537012910103,2.1598346427401034,,19663897521560.6,,
RELIANCE_2025-03-31,RELIANCE,2025-04-25,17597296323611.203,25.27502429543246,0.03956474930790526,2.2177337987439145,,20123316323611.203,,
RELIANCE_2025-06-30,RELIANCE,2025-07-18,19974518316288.0,102.92887029288703,0.009715447154471545,2.3688944872258064,7.641712058812187,21282348316288.0,60.36175709424244,
RELIANCE_2025-09-30,RELIANCE,2025-10-17,19170475789942.4,71.01754385964912,0.01408102766798419,,7.86861979951008,,,
RELIANCE_2025-12-31,RELIANCE,2026-01-16,19728991853108.6,,,,,,,
RELIANCE_2026-03-31,RELIANCE,2026-04-24,17965769956449.0,96.35703918722787,0.010378068986293116,,6.781967103848172,,,
RELIANCE_2026-06-30,RELIANCE,2026-07-17,17960297679844.8,105.83732057416269,0.009448462929475586,1.9866926628369412,6.107719090333845,19168177679844.8,56.744161278403794,
SBILIFE_2017-09-30,SBILIFE,2017-10-30,,,,,,,,
SBILIFE_2017-12-31,SBILIFE,2018-01-29,,,,,,,,
SBILIFE_2018-03-31,SBILIFE,2018-04-25,,,,,,,,
SBILIFE_2018-06-30,SBILIFE,2018-07-25,,,,,,,,
SBILIFE_2018-09-30,SBILIFE,2018-10-16,,,,,,,,
SBILIFE_2018-12-31,SBILIFE,2019-01-16,,,,,,,,
SBILIFE_2019-03-31,SBILIFE,2019-04-25,,,,,,,,
SBILIFE_2019-06-30,SBILIFE,2019-07-23,,,,,,,,
SBILIFE_2019-09-30,SBILIFE,2019-10-15,,,,,,,,
SBILIFE_2019-12-31,SBILIFE,2020-01-21,,,,,,,,
SBILIFE_2020-03-31,SBILIFE,2020-05-04,,,,,,,,
SBILIFE_2020-06-30,SBILIFE,2020-07-20,,,,,,,,
SBILIFE_2020-09-30,SBILIFE,2020-10-25,,,,,,,,
SBILIFE_2020-12-31,SBILIFE,2021-01-20,,,,,,,,
SBILIFE_2021-03-31,SBILIFE,2021-05-02,,,,,,,,
SBILIFE_2021-06-30,SBILIFE,2021-07-25,,,,,,,,
SBILIFE_2021-09-30,SBILIFE,2021-10-27,,,,,,,,
SBILIFE_2021-12-31,SBILIFE,2022-01-19,,,,,,,,
SBILIFE_2022-03-31,SBILIFE,2022-04-27,,,,,,,,
SBILIFE_2022-12-31,SBILIFE,2023-01-18,,,,,,,,
SBILIFE_2023-03-31,SBILIFE,2023-04-26,,,,,,,,
SBILIFE_2023-06-30,SBILIFE,2023-07-25,1302264146498.9927,75.73340952188228,0.013204212068533132,10.00396341239442,,,,
SBILIFE_2023-09-30,SBILIFE,2023-10-25,1315325871975.7573,76.49301655495125,0.013073088826110255,10.104303289003617,,,,
SBILIFE_2023-12-31,SBILIFE,2024-01-23,1376730741004.5,80.0640279394645,0.012490003635041803,10.576014089579582,,,,
SBILIFE_2024-03-31,SBILIFE,2024-04-24,1461356441749.7644,84.98545103772555,0.011766719924285558,11.22610678872963,,,,
SBILIFE_2024-06-30,SBILIFE,2024-07-24,1635343031071.75,86.39947089947091,0.011574144952386782,10.969154841726835,,,,
SBILIFE_2024-09-30,SBILIFE,2024-10-22,1700638579389.75,89.84920634920636,0.011129758855224802,11.407128383893214,,,,
SBILIFE_2024-12-31,SBILIFE,2025-01-16,1515818127824.0,80.08465608465609,0.012486786469344608,10.167434868451414,,,,
SBILIFE_2025-06-30,SBILIFE,2025-07-23,1813363432688.5,223.11960542540075,0.004481901077645759,10.676043959579873,7.862873613003445,,,
SBILIFE_2025-09-30,SBILIFE,2025-10-23,1857056290564.0,312.42833052276563,0.00320073406379878,10.410477043065667,4.760103418414506,,,
SBILIFE_2025-12-31,SBILIFE,2026-01-27,2042992460424.0,343.7099494097808,0.002909429889117849,11.452817136706667,5.236704694452661,,,
SBILIFE_2026-03-31,SBILIFE,2026-04-22,1890133678662.4,327.7913043478261,0.0030507215619694395,9.937825571752072,4.099161636864689,,,
SBILIFE_2026-06-30,SBILIFE,2026-07-23,1859231246273.5,231.10972568578555,0.004326949015376315,9.741335252402285,45.403359437388275,,,
SBIN_2015-12-31,SBIN,2016-02-10,,,,,,,,
SBIN_2016-03-31,SBIN,2016-05-25,,,,,,,,
SBIN_2016-06-30,SBIN,2016-08-10,,,,,,,,
SBIN_2016-09-30,SBIN,2016-11-09,,,,,,,,
SBIN_2016-12-31,SBIN,2017-02-08,,,,,,,,
SBIN_2017-03-31,SBIN,2017-05-17,,,,,,,,
SBIN_2017-06-30,SBIN,2017-08-09,,,,,,,,
SBIN_2017-09-30,SBIN,2017-11-08,,,,,,,,
SBIN_2017-12-31,SBIN,2018-02-07,,,,,,,,
SBIN_2018-03-31,SBIN,2018-05-21,,,,,,,,
SBIN_2018-06-30,SBIN,2018-08-08,,,,,,,,
SBIN_2018-09-30,SBIN,2018-11-04,,,,,,,,
SBIN_2018-12-31,SBIN,2019-01-30,,,,,,,,
SBIN_2019-03-31,SBIN,2019-05-08,,,,,,,,
SBIN_2019-06-30,SBIN,2019-07-31,,,,,,,,
SBIN_2019-09-30,SBIN,2019-10-23,,,,,,,,
SBIN_2019-12-31,SBIN,2020-01-29,,,,,,,,
SBIN_2020-03-31,SBIN,2020-06-03,,,,,,,,
SBIN_2020-06-30,SBIN,2020-07-29,,,,,,,,
SBIN_2020-09-30,SBIN,2020-11-04,,,,,,,,
SBIN_2020-12-31,SBIN,2021-02-03,,,,,,,,
SBIN_2021-03-31,SBIN,2021-05-19,,,,,,,,
SBIN_2021-06-30,SBIN,2021-08-03,,,,,,,,
SBIN_2021-09-30,SBIN,2021-11-02,,,,,,,,
SBIN_2021-12-31,SBIN,2022-02-02,,,,,,,,
SBIN_2022-03-31,SBIN,2022-05-11,,,,,,,,
SBIN_2022-12-31,SBIN,2023-02-01,,,,,,,,
SBIN_2023-03-31,SBIN,2023-05-17,,,,,,,,
SBIN_2023-06-30,SBIN,2023-08-02,5340934120845.316,9.59823596162039,0.10418581122600142,1.4880100597288384,,5192829382845.316,,
SBIN_2023-09-30,SBIN,2023-11-01,5054900417303.634,9.084202476568764,0.11008120994433344,1.4083196874716053,,4906795679303.633,,
SBIN_2023-12-31,SBIN,2024-01-31,5716213943727.0,10.272654370489175,0.09734582357533177,1.5925648321761756,,5568109205727.0,,
SBIN_2024-03-31,SBIN,2024-05-08,7236075247144.184,13.00400942731305,0.07689935981587678,2.0160055370615995,,7087970509144.184,,
SBIN_2024-06-30,SBIN,2024-08-01,7698816484865.1,11.475987761074895,0.087138468672115,1.8554084583130517,,7288171065865.1,,
SBIN_2024-09-30,SBIN,2024-11-07,7671596418466.4,11.43541306372223,0.0874476500697999,1.8488484446367581,,7260950999466.4,,
SBIN_2024-12-31,SBIN,2025-02-05,6836698972040.699,10.190900625249434,0.09812675412832061,1.6476388448278134,,6426053553040.699,,
SBIN_2025-06-30,SBIN,2025-08-07,7185657820375.1,36.6643897996357,0.027274420915357388,1.475383057236805,7.090974169580936,7158420431375.1,,
SBIN_2025-09-30,SBIN,2025-11-03,8475711646289.801,39.97053872053872,0.025018426871643677,1.6284552311052372,9.552749795875497,10435592946289.8,,
SBIN_2025-12-31,SBIN,2026-02-05,,,,,,,,
SBIN_2026-03-31,SBIN,2026-05-07,10079834403912.0,47.2932005197055,0.021144688644688645,1.7026290009967637,9.43223771343081,13799780803912.0,,
SBIN_2026-06-30,SBIN,2026-08-06,10015220080810.0,50.98684210526316,0.01961290322580645,1.6800371520586115,9.903744522835417,10613007536810.0,,
SHRIRAMFIN_2015-12-31,SHRIRAMFIN,2016-01-27,,,,,,,,
SHRIRAMFIN_2016-03-31,SHRIRAMFIN,2016-04-27,,,,,,,,
SHRIRAMFIN_2016-06-30,SHRIRAMFIN,2016-07-26,,,,,,,,
SHRIRAMFIN_2016-09-30,SHRIRAMFIN,2016-10-24,,,,,,,,
SHRIRAMFIN_2016-12-31,SHRIRAMFIN,2017-01-30,,,,,,,,
SHRIRAMFIN_2017-03-31,SHRIRAMFIN,2017-04-26,,,,,,,,
SHRIRAMFIN_2017-06-30,SHRIRAMFIN,2017-07-30,,,,,,,,
SHRIRAMFIN_2017-09-30,SHRIRAMFIN,2017-10-31,,,,,,,,
SHRIRAMFIN_2017-12-31,SHRIRAMFIN,2018-01-23,,,,,,,,
SHRIRAMFIN_2018-03-31,SHRIRAMFIN,2018-04-25,,,,,,,,
SHRIRAMFIN_2018-06-30,SHRIRAMFIN,2018-07-26,,,,,,,,
SHRIRAMFIN_2018-09-30,SHRIRAMFIN,2018-10-25,,,,,,,,
SHRIRAMFIN_2018-12-31,SHRIRAMFIN,2019-01-27,,,,,,,,
SHRIRAMFIN_2019-03-31,SHRIRAMFIN,2019-05-08,,,,,,,,
SHRIRAMFIN_2019-06-30,SHRIRAMFIN,2019-07-24,,,,,,,,
SHRIRAMFIN_2019-09-30,SHRIRAMFIN,2019-10-24,,,,,,,,
SHRIRAMFIN_2019-12-31,SHRIRAMFIN,2020-02-03,,,,,,,,
SHRIRAMFIN_2020-03-31,SHRIRAMFIN,2020-06-10,,,,,,,,
SHRIRAMFIN_2020-06-30,SHRIRAMFIN,2020-08-13,,,,,,,,
SHRIRAMFIN_2020-09-30,SHRIRAMFIN,2020-10-29,,,,,,,,
SHRIRAMFIN_2020-12-31,SHRIRAMFIN,2021-01-28,,,,,,,,
SHRIRAMFIN_2021-03-31,SHRIRAMFIN,2021-04-29,,,,,,,,
SHRIRAMFIN_2021-06-30,SHRIRAMFIN,2021-07-28,,,,,,,,
SHRIRAMFIN_2021-09-30,SHRIRAMFIN,2021-10-27,,,,,,,,
SHRIRAMFIN_2021-12-31,SHRIRAMFIN,2022-01-24,,,,,,,,
SHRIRAMFIN_2022-03-31,SHRIRAMFIN,2022-04-28,,,,,,,,
SHRIRAMFIN_2022-12-31,SHRIRAMFIN,2023-01-31,,,,,,,,
SHRIRAMFIN_2023-03-31,SHRIRAMFIN,2023-04-27,,,,,,,,
