event_key,symbol,feature_cutoff_date,val_market_cap,val_pe,val_earnings_yield,val_pb,val_ps,val_ev,val_ev_ebitda,val_pcf
SHRIRAMFIN_2023-06-30,SHRIRAMFIN,2023-07-26,681139353996.85,11.381780221869036,0.08785971794452617,1.5653748202183215,,1863121853996.85,,
SHRIRAMFIN_2023-09-30,SHRIRAMFIN,2023-10-25,680016117875.3046,11.363011042555469,0.0880048427529387,1.5627934313563958,,1861998617875.3047,,
SHRIRAMFIN_2023-12-31,SHRIRAMFIN,2024-01-23,853506964215.3864,14.262028214242768,0.07011625450308326,1.9615050911739342,,2035489464215.3862,,
SHRIRAMFIN_2024-03-31,SHRIRAMFIN,2024-04-24,921484231602.5409,15.3979225256547,0.06494382591767725,2.1177284867106896,,2103466731602.541,,
SHRIRAMFIN_2024-06-30,SHRIRAMFIN,2024-07-25,5033744689950.0,68.44660194174757,0.014609929078014184,10.284046722156482,,6488803389950.0,,
SHRIRAMFIN_2024-09-30,SHRIRAMFIN,2024-10-25,5810978169232.5,79.01507409299948,0.012655812975926795,11.871951136721629,,7266036869232.5,,
SHRIRAMFIN_2024-12-31,SHRIRAMFIN,2025-01-23,995475153689.9999,13.53602452733776,0.07387693469233673,2.033776764986377,,2450533853690.0,,
SHRIRAMFIN_2025-06-30,SHRIRAMFIN,2025-07-24,1191317207174.0,55.62335381913959,0.017978060137321446,2.109652921107239,19.63863985753826,2781875107174.0,,
SHRIRAMFIN_2025-09-30,SHRIRAMFIN,2025-10-30,1389866651894.0,64.36355710549259,0.0155367422959702,,23.166876720288965,,,
SHRIRAMFIN_2025-12-31,SHRIRAMFIN,2026-01-22,1893004969156.0,87.66346992153443,0.011407260069617108,,31.55339592583888,,,
SHRIRAMFIN_2026-03-31,SHRIRAMFIN,2026-04-23,1899684334558.0,75.09672619047619,0.013316159714653721,,28.210843296257135,,,
SHRIRAMFIN_2026-06-30,SHRIRAMFIN,2026-07-23,1930109757571.7998,63.91277258566978,0.015646324819652956,2.928020392383696,27.137936643858033,3688194557571.8,,
SUNPHARMA_2015-12-31,SUNPHARMA,2016-02-10,,,,,,,,
SUNPHARMA_2016-03-31,SUNPHARMA,2016-05-30,,,,,,,,
SUNPHARMA_2016-06-30,SUNPHARMA,2016-08-10,,,,,,,,
SUNPHARMA_2016-09-30,SUNPHARMA,2016-11-10,,,,,,,,
SUNPHARMA_2016-12-31,SUNPHARMA,2017-02-14,,,,,,,,
SUNPHARMA_2017-03-31,SUNPHARMA,2017-05-28,,,,,,,,
SUNPHARMA_2017-06-30,SUNPHARMA,2017-08-09,,,,,,,,
SUNPHARMA_2017-09-30,SUNPHARMA,2017-11-14,,,,,,,,
SUNPHARMA_2017-12-31,SUNPHARMA,2018-02-14,,,,,,,,
SUNPHARMA_2018-03-31,SUNPHARMA,2018-05-23,,,,,,,,
SUNPHARMA_2018-06-30,SUNPHARMA,2018-08-12,,,,,,,,
SUNPHARMA_2018-09-30,SUNPHARMA,2018-11-13,,,,,,,,
SUNPHARMA_2018-12-31,SUNPHARMA,2019-02-10,,,,,,,,
SUNPHARMA_2019-03-31,SUNPHARMA,2019-05-28,,,,,,,,
SUNPHARMA_2019-06-30,SUNPHARMA,2019-08-13,,,,,,,,
SUNPHARMA_2019-09-30,SUNPHARMA,2019-11-06,,,,,,,,
SUNPHARMA_2019-12-31,SUNPHARMA,2020-02-05,,,,,,,,
SUNPHARMA_2020-03-31,SUNPHARMA,2020-05-26,,,,,,,,
SUNPHARMA_2020-06-30,SUNPHARMA,2020-07-29,,,,,,,,
SUNPHARMA_2020-09-30,SUNPHARMA,2020-11-02,,,,,,,,
SUNPHARMA_2020-12-31,SUNPHARMA,2021-01-27,,,,,,,,
SUNPHARMA_2021-03-31,SUNPHARMA,2021-05-27,,,,,,,,
SUNPHARMA_2021-06-30,SUNPHARMA,2021-07-28,,,,,,,,
SUNPHARMA_2021-09-30,SUNPHARMA,2021-11-01,,,,,,,,
SUNPHARMA_2021-12-31,SUNPHARMA,2022-01-30,,,,,,,,
SUNPHARMA_2022-03-31,SUNPHARMA,2022-05-30,,,,,,,,
SUNPHARMA_2022-12-31,SUNPHARMA,2023-01-30,,,,,,,,
SUNPHARMA_2023-03-31,SUNPHARMA,2023-05-24,,,,,,,,
SUNPHARMA_2023-06-30,SUNPHARMA,2023-08-02,2723845024692.5,32.1600566572238,0.031094472583131468,4.864410286513816,,2746466424692.5,,
SUNPHARMA_2023-09-30,SUNPHARMA,2023-10-31,2611915989764.4863,30.838526220564805,0.032426971147964445,4.664520518950824,,2634537389764.4863,,
SUNPHARMA_2023-12-31,SUNPHARMA,2024-01-30,3291287745097.5,38.85977337110482,0.02573355203207581,5.877784462035082,,3313909145097.5,,
SUNPHARMA_2024-03-31,SUNPHARMA,2024-05-21,3697255104866.472,43.652973121016295,0.02290794712258808,6.602785988534183,,3719876504866.472,,
SUNPHARMA_2024-06-30,SUNPHARMA,2024-07-31,4125296580669.5,43.09147869674185,0.023206444295809463,6.479514944094838,,4065176780669.5,,
SUNPHARMA_2024-09-30,SUNPHARMA,2024-10-25,4463722778188.0,46.626566416040106,0.021447000645022574,7.011073720879423,,4403602978188.0,,
SUNPHARMA_2024-12-31,SUNPHARMA,2025-01-30,4172683446327.0,43.58646616541353,0.022942901500776262,6.5539444785967556,,4112563646327.0,,
SUNPHARMA_2025-03-31,SUNPHARMA,2025-05-22,4123737012939.0,43.07518796992481,0.02321522080642346,6.477065364478319,,4063617212939.0,,
SUNPHARMA_2025-06-30,SUNPHARMA,2025-07-30,4159966970986.0,192.64444444444445,0.005190910139577806,5.760289427743935,32.46023177246757,3920412470986.0,98.81864831789035,
SUNPHARMA_2025-09-30,SUNPHARMA,2025-11-03,4092899192028.0,179.62105263157895,0.00556727613689639,,29.68865813120055,,,
SUNPHARMA_2025-12-31,SUNPHARMA,2026-01-29,3812028062523.5,167.29473684210527,0.005977474359781036,,27.65130354425518,,,
SUNPHARMA_2026-03-31,SUNPHARMA,2026-05-21,4551021680444.1,135.09285714285713,0.0074023158673927995,,29.420137606488947,,,
SUNPHARMA_2026-09-30,SUNPHARMA,2026-07-30,4801309208467.0,177.08849557522123,0.005646894208185498,5.745248340006574,32.97659100236611,4509767808467.0,102.19973731427471,
TATACONSUM_2015-12-31,TATACONSUM,2016-02-10,,,,,,,,
TATACONSUM_2016-03-31,TATACONSUM,2016-05-24,,,,,,,,
TATACONSUM_2016-06-30,TATACONSUM,2016-08-08,,,,,,,,
TATACONSUM_2016-09-30,TATACONSUM,2016-11-15,,,,,,,,
TATACONSUM_2016-12-31,TATACONSUM,2017-02-01,,,,,,,,
TATACONSUM_2017-03-31,TATACONSUM,2017-05-30,,,,,,,,
TATACONSUM_2017-06-30,TATACONSUM,2017-08-09,,,,,,,,
TATACONSUM_2017-09-30,TATACONSUM,2017-11-13,,,,,,,,
TATACONSUM_2017-12-31,TATACONSUM,2018-01-31,,,,,,,,
TATACONSUM_2018-03-31,TATACONSUM,2018-05-09,,,,,,,,
TATACONSUM_2018-06-30,TATACONSUM,2018-07-31,,,,,,,,
TATACONSUM_2018-09-30,TATACONSUM,2018-10-30,,,,,,,,
TATACONSUM_2018-12-31,TATACONSUM,2019-02-04,,,,,,,,
TATACONSUM_2019-03-31,TATACONSUM,2019-04-23,,,,,,,,
TATACONSUM_2019-06-30,TATACONSUM,2019-07-31,,,,,,,,
TATACONSUM_2019-09-30,TATACONSUM,2019-10-30,,,,,,,,
TATACONSUM_2019-12-31,TATACONSUM,2020-02-04,,,,,,,,
TATACONSUM_2020-03-31,TATACONSUM,2020-05-14,,,,,,,,
TATACONSUM_2020-06-30,TATACONSUM,2020-08-04,,,,,,,,
TATACONSUM_2020-09-30,TATACONSUM,2020-11-04,,,,,,,,
TATACONSUM_2020-12-31,TATACONSUM,2021-02-02,,,,,,,,
TATACONSUM_2021-03-31,TATACONSUM,2021-05-06,,,,,,,,
TATACONSUM_2021-06-30,TATACONSUM,2021-08-03,,,,,,,,
TATACONSUM_2021-09-30,TATACONSUM,2021-10-20,,,,,,,,
TATACONSUM_2021-12-31,TATACONSUM,2022-02-02,,,,,,,,
TATACONSUM_2022-03-31,TATACONSUM,2022-05-04,,,,,,,,
TATACONSUM_2022-12-31,TATACONSUM,2023-02-02,,,,,,,,
TATACONSUM_2023-03-31,TATACONSUM,2023-04-25,,,,,,,,
TATACONSUM_2023-06-30,TATACONSUM,2023-07-26,821955337924.7887,67.95416631298173,0.014715801168014088,5.049886235761335,,822560137924.7887,,
TATACONSUM_2023-09-30,TATACONSUM,2023-10-31,846974208860.5,70.02257129569128,0.014281109383675737,5.203595867103979,,847579008860.5,,
TATACONSUM_2023-12-31,TATACONSUM,2024-02-07,1096880933944.4226,90.6833084130642,0.011027387702320927,6.738959740294093,,1097485733944.4226,,
TATACONSUM_2024-03-31,TATACONSUM,2024-04-23,1103605960342.4614,91.23929186037083,0.010960190282168809,6.78027660591398,,1104210760342.4614,,
TATACONSUM_2024-06-30,TATACONSUM,2024-07-30,1152695205952.5,97.94262295081968,0.010210059419198258,7.178864554823847,,1164269105952.5,,
TATACONSUM_2024-09-30,TATACONSUM,2024-10-18,1054635562731.25,89.61065573770492,0.011159387148410702,6.568159406277656,,1066209462731.25,,
TATACONSUM_2024-12-31,TATACONSUM,2025-01-30,932555406807.5,79.23770491803279,0.012620254473983655,5.807857030001015,,944129306807.5,,
TATACONSUM_2025-06-30,TATACONSUM,2025-07-23,1051441167730.7999,304.4699140401146,0.0032843967626576325,5.256921964867897,22.811694120280652,1044269167730.7999,144.47953287733472,
TATACONSUM_2025-09-30,TATACONSUM,2025-10-31,1155147626455.0,345.6973293768546,0.002892703862660944,,24.171780310886792,,,
TATACONSUM_2025-12-31,TATACONSUM,2026-01-23,1143744881644.5,342.2848664688427,0.0029215431296055485,,23.933174754169883,,,
TATACONSUM_2026-03-31,TATACONSUM,2026-05-08,1165923407689.4001,303.1443298969072,0.003298758714504336,,22.807578397679972,,,
TATACONSUM_2026-06-30,TATACONSUM,2026-07-24,1076643216640.0,256.60377358490564,0.003897058823529412,4.941557012841749,19.814473898432354,1061639116640.0,125.22725699659105,
TATASTEEL_2015-12-31,TATASTEEL,2016-02-04,,,,,,,,
TATASTEEL_2016-03-31,TATASTEEL,2016-05-25,,,,,,,,
TATASTEEL_2016-06-30,TATASTEEL,2016-09-08,,,,,,,,
TATASTEEL_2016-09-30,TATASTEEL,2016-11-09,,,,,,,,
TATASTEEL_2016-12-31,TATASTEEL,2017-02-07,,,,,,,,
TATASTEEL_2017-03-31,TATASTEEL,2017-05-16,,,,,,,,
TATASTEEL_2017-06-30,TATASTEEL,2017-08-07,,,,,,,,
TATASTEEL_2017-09-30,TATASTEEL,2017-10-30,,,,,,,,
TATASTEEL_2017-12-31,TATASTEEL,2018-02-07,,,,,,,,
TATASTEEL_2018-03-31,TATASTEEL,2018-05-16,,,,,,,,
TATASTEEL_2018-06-30,TATASTEEL,2018-08-13,,,,,,,,
TATASTEEL_2018-09-30,TATASTEEL,2018-11-13,,,,,,,,
TATASTEEL_2018-12-31,TATASTEEL,2019-02-06,,,,,,,,
TATASTEEL_2019-03-31,TATASTEEL,2019-04-25,,,,,,,,
TATASTEEL_2019-06-30,TATASTEEL,2019-08-07,,,,,,,,
TATASTEEL_2019-09-30,TATASTEEL,2019-11-06,,,,,,,,
TATASTEEL_2019-12-31,TATASTEEL,2020-02-05,,,,,,,,
TATASTEEL_2020-03-31,TATASTEEL,2020-06-29,,,,,,,,
TATASTEEL_2020-06-30,TATASTEEL,2020-08-13,,,,,,,,
TATASTEEL_2020-09-30,TATASTEEL,2020-11-13,,,,,,,,
TATASTEEL_2020-12-31,TATASTEEL,2021-02-09,,,,,,,,
TATASTEEL_2021-03-31,TATASTEEL,2021-05-05,,,,,,,,
TATASTEEL_2021-06-30,TATASTEEL,2021-08-12,,,,,,,,
TATASTEEL_2021-09-30,TATASTEEL,2021-11-11,,,,,,,,
TATASTEEL_2021-12-31,TATASTEEL,2022-02-02,,,,,,,,
TATASTEEL_2022-03-31,TATASTEEL,2022-05-03,,,,,,,,
TATASTEEL_2022-12-31,TATASTEEL,2023-02-06,,,,,,,,
TATASTEEL_2023-03-31,TATASTEEL,2023-05-02,,,,,,,,
TATASTEEL_2023-06-30,TATASTEEL,2023-07-24,1410238029585.0,16.10878661087866,0.06207792207792208,1.36807266206742,,2137869529585.0,,
TATASTEEL_2023-09-30,TATASTEEL,2023-11-01,1423668849331.2427,16.26220341340601,0.06149228210831712,1.3811019074419737,,2151300349331.2427,,
TATASTEEL_2023-12-31,TATASTEEL,2024-01-24,1650161567887.471,18.84937153367983,0.05305216665782263,1.600822614098346,,2377793067887.4707,,
TATASTEEL_2024-03-31,TATASTEEL,2024-05-29,2127566897447.5,24.302649930264995,0.04114777618364419,2.0639537780540946,,2855198397447.5,,
TATASTEEL_2024-06-30,TATASTEEL,2024-07-31,2061970565526.6301,-45.671270718232044,-0.021895602733926087,2.2404015195035387,,2861983365526.63,,
TATASTEEL_2024-09-30,TATASTEEL,2024-11-06,1915925230001.82,-42.43646408839779,-0.02356464002083062,2.0817182690747815,,2715938030001.8203,,
TATASTEEL_2024-12-31,TATASTEEL,2025-01-27,1576067382602.07,-34.908839779005525,-0.02864603940808736,1.712451097923318,,2376080182602.0703,,
TATASTEEL_2025-06-30,TATASTEEL,2025-07-30,2012457330510.9602,58.89051094890511,0.016980664352999504,2.2073768759519594,,2847470730510.96,,
TATASTEEL_2025-09-30,TATASTEEL,2025-11-12,2222122304229.0503,106.95209580838325,0.009349980404232685,,4.21302774743976,,,
TATASTEEL_2025-12-31,TATASTEEL,2026-02-06,2457702290223.66,79.14056224899598,0.012635745458236071,2.5884909736492347,4.2216926644678345,3313493390223.66,37.270338895010255,
TATASTEEL_2026-03-31,TATASTEEL,2026-05-15,2699156055515.4,100.38888888888889,0.009961261759822912,,4.764950169544743,,,
TATASTEEL_2026-06-30,TATASTEEL,2026-07-30,2331237755448.1196,79.88034188034187,0.012518724588059063,2.2817768202049473,3.718835208350972,3134333155448.1196,31.752462027708216,
TCS_2015-12-31,TCS,2016-01-12,,,,,,,,
TCS_2016-03-31,TCS,2016-04-12,,,,,,,,
TCS_2016-06-30,TCS,2016-07-14,,,,,,,,
TCS_2016-09-30,TCS,2016-10-13,,,,,,,,
TCS_2016-12-31,TCS,2017-01-12,,,,,,,,
TCS_2017-03-31,TCS,2017-04-18,,,,,,,,
TCS_2017-06-30,TCS,2017-07-13,,,,,,,,
TCS_2017-09-30,TCS,2017-10-12,,,,,,,,
TCS_2017-12-31,TCS,2018-01-11,,,,,,,,
TCS_2018-03-31,TCS,2018-04-19,,,,,,,,
TCS_2018-06-30,TCS,2018-07-10,,,,,,,,
TCS_2018-09-30,TCS,2018-10-11,,,,,,,,
TCS_2018-12-31,TCS,2019-01-10,,,,,,,,
TCS_2019-03-31,TCS,2019-04-10,,,,,,,,
TCS_2019-06-30,TCS,2019-07-09,,,,,,,,
TCS_2019-09-30,TCS,2019-10-10,,,,,,,,
TCS_2019-12-31,TCS,2020-01-15,,,,,,,,
TCS_2020-03-31,TCS,2020-04-16,,,,,,,,
TCS_2020-06-30,TCS,2020-07-09,,,,,,,,
TCS_2020-09-30,TCS,2020-10-07,,,,,,,,
TCS_2020-12-31,TCS,2021-01-06,,,,,,,,
TCS_2021-03-31,TCS,2021-04-12,,,,,,,,
TCS_2021-06-30,TCS,2021-07-08,,,,,,,,
TCS_2021-09-30,TCS,2021-10-06,,,,,,,,
TCS_2021-12-31,TCS,2022-01-12,,,,,,,,
TCS_2022-03-31,TCS,2022-04-11,,,,,,,,
TCS_2022-06-30,TCS,2022-07-06,,,,,,,,
TCS_2022-12-31,TCS,2023-01-09,,,,,,,,
TCS_2023-03-31,TCS,2023-04-12,,,,,,,,
TCS_2023-06-30,TCS,2023-07-12,11928141213513.465,28.300198822326156,0.035335440795952834,13.191344348307378,,11933871213513.465,,
TCS_2023-09-30,TCS,2023-10-11,13208809194063.465,31.33865702182264,0.03190947203971284,14.607636461629063,,13214539194063.465,,
TCS_2023-12-31,TCS,2024-01-11,13668569535074.768,32.42946478711802,0.030836154915428352,15.116085923067734,,13674299535074.768,,
TCS_2024-03-31,TCS,2024-04-09,14440629374777.768,34.26122101595733,0.029187517850990923,15.96990773995595,,14446359374777.768,,
TCS_2024-06-30,TCS,2024-07-11,14196289994376.6,31.17016205910391,0.03208196345286337,15.688415160269866,,14186429994376.6,,
TCS_2024-09-30,TCS,2024-10-10,15295103173593.2,33.58277724817286,0.029777167999243036,16.90272096452961,,15285243173593.2,,
TCS_2024-12-31,TCS,2025-01-09,14612912772074.299,32.08492214807753,0.031167287718038554,16.148827782464497,,14603052772074.299,,
TCS_2025-06-30,TCS,2025-07-10,12236371985876.0,100.08878366380586,0.009991129509166174,12.913559020933766,18.977298013114346,11912961985876.0,66.15372049020435,84.26673084412919
TCS_2025-09-30,TCS,2025-10-09,11077498553860.6,86.80748511482845,0.01151974393310906,11.313960324645695,17.46220431902612,10753158553860.6,58.015422464853515,92.93983181358
TCS_2025-12-31,TCS,2026-01-12,11721156323312.799,91.85143181173801,0.010887146561303867,11.971357699226637,18.47684525326355,11396816323312.799,61.48808375135041,98.34009835819111
TCS_2026-03-31,TCS,2026-04-09,9367228584102.0,87.91171477079797,0.011375048281189647,8.252410455648452,13.962807375649529,8903988584102.0,55.663844611790445,70.63209609487257
TCS_2026-06-30,TCS,2026-07-09,7415270368141.0,54.019504480759096,0.018511832154183946,6.914649727845021,10.488656494018219,7114370368141.0,35.51325497000449,53.39336382590006
TECHM_2015-12-31,TECHM,2016-02-01,,,,,,,,
TECHM_2016-03-31,TECHM,2016-05-24,,,,,,,,
TECHM_2016-06-30,TECHM,2016-08-01,,,,,,,,
TECHM_2016-09-30,TECHM,2016-10-27,,,,,,,,
TECHM_2016-12-31,TECHM,2017-01-30,,,,,,,,
TECHM_2017-03-31,TECHM,2017-05-02,,,,,,,,
TECHM_2017-06-30,TECHM,2017-07-31,,,,,,,,
TECHM_2017-09-30,TECHM,2017-10-31,,,,,,,,
TECHM_2017-12-31,TECHM,2018-01-29,,,,,,,,
TECHM_2018-03-31,TECHM,2018-05-23,,,,,,,,
TECHM_2018-06-30,TECHM,2018-07-30,,,,,,,,
TECHM_2018-09-30,TECHM,2018-10-30,,,,,,,,
TECHM_2018-12-31,TECHM,2019-02-05,,,,,,,,
TECHM_2019-03-31,TECHM,2019-05-21,,,,,,,,
TECHM_2019-06-30,TECHM,2019-07-30,,,,,,,,
TECHM_2019-09-30,TECHM,2019-11-05,,,,,,,,
TECHM_2019-12-31,TECHM,2020-01-29,,,,,,,,
TECHM_2020-03-31,TECHM,2020-04-28,,,,,,,,
TECHM_2020-06-30,TECHM,2020-07-27,,,,,,,,
TECHM_2020-09-30,TECHM,2020-10-21,,,,,,,,
TECHM_2020-12-31,TECHM,2021-01-27,,,,,,,,
TECHM_2021-03-31,TECHM,2021-04-26,,,,,,,,
TECHM_2021-06-30,TECHM,2021-07-29,,,,,,,,
TECHM_2021-09-30,TECHM,2021-10-25,,,,,,,,
TECHM_2021-12-31,TECHM,2022-02-01,,,,,,,,
TECHM_2022-03-31,TECHM,2022-05-11,,,,,,,,
TECHM_2022-12-31,TECHM,2023-01-30,,,,,,,,
TECHM_2023-03-31,TECHM,2023-04-27,,,,,,,,
TECHM_2023-06-30,TECHM,2023-07-26,1005915179382.7544,20.960761847669144,0.047708189581439325,3.6022674690066228,,992754179382.7544,,
TECHM_2023-09-30,TECHM,2023-10-25,1004991336391.1228,20.941511265384353,0.04775204555809532,3.598959108994334,,991830336391.1228,,
TECHM_2023-12-31,TECHM,2024-01-24,1238871840611.2544,25.814997271211496,0.03873717240773003,4.436505006754837,,1225710840611.2544,,
TECHM_2024-03-31,TECHM,2024-04-25,1047359113258.2456,21.824349996848643,0.045820379536819944,3.7506817069535554,,1034198113258.2456,,
TECHM_2024-06-30,TECHM,2024-07-25,1350260027820.0,57.56207674943567,0.01737254901960784,5.062956151319489,,1332156027820.0,,
TECHM_2024-09-30,TECHM,2024-10-17,1499406396906.0,63.92024078254327,0.01564449676280165,5.622197713131904,,1481302396906.0,,
TECHM_2024-12-31,TECHM,2025-01-17,1465252760908.2,62.46425884123401,0.01600915497199301,5.494134704598528,,1447148760908.2,,
TECHM_2025-06-30,TECHM,2025-07-16,1422602521655.7002,122.27376425855513,0.008178369301573481,5.199285571535552,10.629128225162136,1368784521655.7002,68.0445675907586,
TECHM_2025-09-30,TECHM,2025-10-14,1302022394448.0,114.1524105754277,0.008760217983651225,,9.752100144166816,,,
TECHM_2025-12-31,TECHM,2026-01-16,1479027111256.5,,,,,,,
TECHM_2026-03-31,TECHM,2026-04-21,1332197468582.4,118.73417721518986,0.008422174840085289,,9.25574207669177,,,
TECHM_2026-06-30,TECHM,2026-07-16,1337530172416.9,99.1010498687664,0.010090710454876516,4.51633330097483,8.871857923580368,1275137172416.9,54.01979124833298,
TITAN_2015-12-31,TITAN,2016-01-28,,,,,,,,
TITAN_2016-03-31,TITAN,2016-05-04,,,,,,,,
TITAN_2016-06-30,TITAN,2016-08-02,,,,,,,,
TITAN_2016-09-30,TITAN,2016-11-02,,,,,,,,
TITAN_2016-12-31,TITAN,2017-02-07,,,,,,,,
TITAN_2017-03-31,TITAN,2017-05-14,,,,,,,,
TITAN_2017-06-30,TITAN,2017-08-02,,,,,,,,
TITAN_2017-09-30,TITAN,2017-11-01,,,,,,,,
TITAN_2017-12-31,TITAN,2018-01-31,,,,,,,,
TITAN_2018-03-31,TITAN,2018-05-10,,,,,,,,
TITAN_2018-06-30,TITAN,2018-08-01,,,,,,,,
TITAN_2018-09-30,TITAN,2018-11-06,,,,,,,,
TITAN_2018-12-31,TITAN,2019-01-30,,,,,,,,
TITAN_2019-03-31,TITAN,2019-05-08,,,,,,,,
TITAN_2019-06-30,TITAN,2019-08-05,,,,,,,,
TITAN_2019-09-30,TITAN,2019-11-05,,,,,,,,
TITAN_2019-12-31,TITAN,2020-02-03,,,,,,,,
TITAN_2020-03-31,TITAN,2020-06-08,,,,,,,,
TITAN_2020-06-30,TITAN,2020-08-10,,,,,,,,
TITAN_2020-09-30,TITAN,2020-10-27,,,,,,,,
TITAN_2020-12-31,TITAN,2021-02-10,,,,,,,,
TITAN_2021-03-31,TITAN,2021-04-29,,,,,,,,
TITAN_2021-06-30,TITAN,2021-08-04,,,,,,,,
TITAN_2021-09-30,TITAN,2021-10-27,,,,,,,,
TITAN_2021-12-31,TITAN,2022-02-02,,,,,,,,
TITAN_2022-03-31,TITAN,2022-05-01,,,,,,,,
TITAN_2022-12-31,TITAN,2023-02-01,,,,,,,,
TITAN_2023-03-31,TITAN,2023-05-03,,,,,,,,
TITAN_2023-06-30,TITAN,2023-08-02,2649663413085.9375,81.32067474306884,0.01229699585203248,22.35814203937168,,2741013413085.9375,,
TITAN_2023-09-30,TITAN,2023-11-01,2824325913085.9375,86.6812319678708,0.011536522696985425,23.831962813989854,,2915675913085.9375,,
TITAN_2023-12-31,TITAN,2024-01-31,3290819543457.0312,100.998362437261,0.00990115063124106,27.768285743456513,,3382169543457.0312,,
TITAN_2024-03-31,TITAN,2024-05-01,3194432500000.0,98.04015296367113,0.010199902486591906,26.954961606615477,,3285782500000.0,,
TITAN_2024-06-30,TITAN,2024-08-02,3071317592266.0,87.92153377348907,0.011373777925397491,32.69794093757053,,3222507592266.0,,
TITAN_2024-09-30,TITAN,2024-11-05,2865430604190.0,82.02767902488573,0.012191006888011764,30.506021549984034,,3016620604190.0,,
TITAN_2024-12-31,TITAN,2025-02-04,3191381374412.0,91.35855764347383,0.010945882091336134,33.97616708625572,,3342571374412.0,,
TITAN_2025-06-30,TITAN,2025-08-07,3029880494582.0,347.83095723014253,0.0028749597447082593,26.065730338799035,21.80240695532849,3213520494582.0,194.40535357422868,
TITAN_2025-09-30,TITAN,2025-11-03,3303601219815.0,302.8048780487805,0.0033024567055980666,,22.300534763163224,,,
TITAN_2025-12-31,TITAN,2026-02-10,3786656992217.0005,347.0813008130081,0.002881169333114708,,25.56134057119617,,,
TITAN_2026-03-31,TITAN,2026-05-07,3823842911567.5,227.0690564048498,0.004403946604759141,,15.347553327583785,,,
TITAN_2026-06-30,TITAN,2026-08-07,4382890629660.0,372.3436322532027,0.0026856911556365107,27.91116748175508,21.268940795166692,4650150629660.0,213.9968076235619,
TMPV_2015-12-31,TMPV,2016-02-10,,,,,,,,
TMPV_2016-03-31,TMPV,2016-05-30,,,,,,,,
TMPV_2016-06-30,TMPV,2016-08-24,,,,,,,,
TMPV_2016-09-30,TMPV,2016-11-14,,,,,,,,
TMPV_2016-12-31,TMPV,2017-02-13,,,,,,,,
TMPV_2017-03-31,TMPV,2017-05-23,,,,,,,,
TMPV_2017-06-30,TMPV,2017-08-09,,,,,,,,
TMPV_2017-09-30,TMPV,2017-11-08,,,,,,,,
TMPV_2017-12-31,TMPV,2018-02-05,,,,,,,,
TMPV_2018-03-31,TMPV,2018-05-23,,,,,,,,
TMPV_2018-06-30,TMPV,2018-07-31,,,,,,,,
TMPV_2018-09-30,TMPV,2018-10-31,,,,,,,,
TMPV_2018-12-31,TMPV,2019-02-07,,,,,,,,
TMPV_2019-03-31,TMPV,2019-05-20,,,,,,,,
TMPV_2019-06-30,TMPV,2019-07-25,,,,,,,,
TMPV_2019-09-30,TMPV,2019-10-23,,,,,,,,
TMPV_2019-12-31,TMPV,2020-01-30,,,,,,,,
TMPV_2020-03-31,TMPV,2020-06-15,,,,,,,,
TMPV_2020-06-30,TMPV,2020-07-29,,,,,,,,
TMPV_2020-09-30,TMPV,2020-10-27,,,,,,,,
TMPV_2020-12-31,TMPV,2021-01-27,,,,,,,,
TMPV_2021-03-31,TMPV,2021-05-18,,,,,,,,
TMPV_2021-06-30,TMPV,2021-07-26,,,,,,,,
TMPV_2021-09-30,TMPV,2021-11-01,,,,,,,,
TMPV_2021-12-31,TMPV,2022-01-31,,,,,,,,
TMPV_2022-03-31,TMPV,2022-05-12,,,,,,,,
TMPV_2022-12-31,TMPV,2023-01-23,,,,,,,,
TMPV_2023-03-31,TMPV,2023-05-10,,,,,,,,
TMPV_2023-06-30,TMPV,2023-07-25,2448995852219.5146,101.66136919030703,0.009836578121705504,5.403572657257171,,3496260852219.5146,,
TMPV_2023-09-30,TMPV,2023-11-02,2437506310556.5146,101.18442165453597,0.009882944267984273,5.37822162486635,,3484771310556.5146,,
TMPV_2023-12-31,TMPV,2024-01-31,3386350959559.2646,140.57233898362978,0.0071137750657791505,7.471794383141674,,4433615959559.265,,
TMPV_2024-03-31,TMPV,2024-05-08,3876188278871.9707,160.90619643655603,0.006214801058915662,8.552593087942844,,4923453278871.971,,
TMPV_2024-06-30,TMPV,2024-08-01,3807907254514.643,12.135442408574287,0.08240325868082492,4.4842168380256755,,4505877254514.643,,
TMPV_2024-09-30,TMPV,2024-11-08,3807907254514.643,12.135442408574287,0.08240325868082492,4.4842168380256755,,4505877254514.643,,
TMPV_2024-12-31,TMPV,2025-01-29,3807907254514.643,12.135442408574287,0.08240325868082492,4.4842168380256755,,4505877254514.643,,
TMPV_2025-06-30,TMPV,2025-08-08,3657972267364.9785,12.61777808779762,0.0792532562422443,3.1495146261235867,,3721722267364.9785,,
TMPV_2025-09-30,TMPV,2025-11-13,1466249577363.9,37.36619718309859,0.026762156049754994,,1.6826173412789616,,,
TMPV_2025-12-31,TMPV,2026-02-05,1377723061419.95,-21.38,-0.046772684752104776,1.2440386663355336,1.9211354288143876,1470973061419.95,-58.53454283406088,
TMPV_2026-03-31,TMPV,2026-05-14,1246972016943.75,-35.77085533262935,-0.027955719557195575,,1.7914977615742405,,,
